front,meaning,pos,frequency,lexique_cgram,kaikki_pos,kaikki_meaning,source,rank
bourse,balls; coin purse; the scrotum,noun,19.187000,NOM,noun,balls; coin purse; the scrotum,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2321
embaucher,"to hire, to employ",verb,19.178000,VER,verb,"to hire, to employ",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2322
actuel,current,adjective,19.174000,ADJ,adj,current,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2323
pourrir,"to rot, decompose, putrefy, crumble; to waste away from a disease such as gangrene",verb,19.171000,VER,verb,"to rot, decompose, putrefy, crumble; to waste away from a disease such as gangrene",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2324
étendre,to hang out (washing); to stretch (the limbs); to dilute; to water down,verb,19.152000,VER,verb,to hang out (washing); to stretch (the limbs); to dilute; to water down,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2325
souris,a smile; computer mouse; mouse (rodent),noun,19.146000,NOM,noun|verb,a smile; computer mouse; mouse (rodent),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2326
pro,"professional; a whiz, someone who is very good at something",noun,19.143000,NOM,adj|noun,"professional; a whiz, someone who is very good at something",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2327
poumon,lung,noun,19.136000,NOM,noun,lung,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2328
éducation,upbringing; education (all meanings),noun,19.085000,NOM,noun,upbringing; education (all meanings),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2329
ouverture,opening; overture,noun,19.079000,NOM,noun,opening; overture,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2330
ivre,"drunk, inebriated (by alcohol); drunk, intoxicated, overwhelmed",adjective,19.069000,ADJ,adj,"drunk, inebriated (by alcohol); drunk, intoxicated, overwhelmed",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2331
évanouir,"to lose consciousness; to faint; to vanish or disappear without a trace, especially things",verb,19.067000,VER,verb,"to lose consciousness; to faint; to vanish or disappear without a trace, especially things",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2332
effondrer,to collapse,verb,19.064000,VER,verb,to collapse,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2333
loyer,rent (amount of money due for renting property),noun,19.063000,NOM,noun,rent (amount of money due for renting property),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2334
lampe,"bulb; lamp, light",noun,19.050000,NOM,noun|verb,"bulb; lamp, light",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2335
mental,mind,adjective / noun,19.047000,ADJ|NOM,adj|noun,mind,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2336
investir,"to invest; to lay siege to, to besiege; to install into office, to vest, to give formal authority to",verb,19.027000,VER,verb,"to invest; to lay siege to, to besiege; to install into office, to vest, to give formal authority to",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2337
aube,alb; beginning; small plank,noun,19.025000,NOM,name|noun,alb; beginning; small plank,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2338
exprès,"express; a messenger (in general); on purpose, intentionally, deliberately",adjective / adverb / noun,19.016000,ADJ|ADV|NOM,adj|adv|noun,"express; a messenger (in general); on purpose, intentionally, deliberately",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2339
tarder,to tarry; to be slow to do something (tarder à faire quelque chose); Used as an impersonal verb with de or que to express impatience,verb,18.998000,VER,verb,to tarry; to be slow to do something (tarder à faire quelque chose); Used as an impersonal verb with de or que to express impatience,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2340
mystérieux,mysterious,adjective,18.962000,ADJ,adj,mysterious,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2341
manipuler,to manipulate,verb,18.960000,VER,verb,to manipulate,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2342
franchir,"to cover (a distance); to clear, to cross (a line), to pass (an obstacle etc.); to get over (a fence)",verb,18.951000,VER,verb,"to cover (a distance); to clear, to cross (a line), to pass (an obstacle etc.); to get over (a fence)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2343
plateau,tray; plateau; chainring,noun,18.943000,NOM,noun,tray; plateau; chainring,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2344
fréquenter,"to flirt; to socialise with (people); to frequent, to go to (a place)",verb,18.935000,VER,verb,"to flirt; to socialise with (people); to frequent, to go to (a place)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2345
céder,to yield,verb,18.914000,VER,verb,to yield,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2346
sacrer,"to crown; to throw, to fling; whack; slam (put violently)",verb,18.907000,VER,verb,"to crown; to throw, to fling; whack; slam (put violently)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2347
stade,stage; stadium (sports arena); stadium (Greek race course),noun,18.893000,NOM,noun,stage; stadium (sports arena); stadium (Greek race course),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2348
efficace,effective; efficacious,adjective,18.892000,ADJ,adj,effective; efficacious,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2349
repasser,"to pass by again; to redo (an exam, a test); to iron (to pass an iron over clothing)",verb,18.849000,VER,verb,"to pass by again; to redo (an exam, a test); to iron (to pass an iron over clothing)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2350
plante,plant; sole of the foot,noun,18.842000,NOM,name|noun|verb,plant; sole of the foot,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2351
disposer,"to leave, to go; to prepare psychologically; to take measures, to decree",verb,18.828000,VER,verb,"to leave, to go; to prepare psychologically; to take measures, to decree",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2352
épuiser,"to dry up; to squeeze out; to exhaust, to wear out",verb,18.811000,VER,verb,"to dry up; to squeeze out; to exhaust, to wear out",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2353
extrêmement,extremely,adverb,18.810000,ADV,adv,extremely,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2354
golf,golf,noun,18.807000,NOM,noun,golf,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2355
cave,pitted; concave; cavernous,adjective / noun,18.800000,ADJ|NOM,adj|noun,pitted; concave; cavernous,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2356
comédie,"comedy; acting, playacting",noun,18.791000,NOM,noun,"comedy; acting, playacting",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2357
instruction,"order; training, teaching; instruction, direction",noun,18.791000,NOM,noun,"order; training, teaching; instruction, direction",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2358
complice,"complicit; accomplice; kindred, close",adjective / noun,18.788000,ADJ|NOM,adj|noun,"complicit; accomplice; kindred, close",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2359
sourd,"deaf person; muffled (sound); unvoiced, voiceless",adjective / noun,18.785000,ADJ|NOM,adj|noun|verb,"deaf person; muffled (sound); unvoiced, voiceless",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2360
compétition,competition,noun,18.778000,NOM,noun,competition,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2361
figure,face; figure,noun,18.759000,NOM,noun|verb,face; figure,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2362
imagination,imagination,noun,18.724000,NOM,noun,imagination,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2363
cuire,to cook; second-person singular imperative; first/third-person singular present indicative/subjunctive,verb,18.720000,VER,verb,to cook; second-person singular imperative; first/third-person singular present indicative/subjunctive,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2364
réclamer,to demand; to object; to protest,verb,18.694000,VER,verb,to demand; to object; to protest,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2365
album,album (all meanings),noun,18.687000,NOM,noun,album (all meanings),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2366
grâce,"mercy; favour; grace, charm",noun,18.681000,NOM,noun,"mercy; favour; grace, charm",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2367
connu,known; famous,adjective,18.639000,ADJ,adj|noun|verb,known; famous,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2368
apparence,appearance,noun,18.633000,NOM,noun,appearance,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2369
amen,amen,noun / interjection,18.630000,NOM|ONO,intj|noun,amen,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2370
laboratoire,laboratory,noun,18.613000,NOM,noun,laboratory,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2371
taux,"rate, level",noun,18.611000,NOM,noun,"rate, level",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2372
neveu,nephew,noun,18.601000,NOM,noun,nephew,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2373
conscient,Physically alert; conscious; aware of something's implications or consequences,adjective,18.592000,ADJ,adj,Physically alert; conscious; aware of something's implications or consequences,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2374
priorité,priority; right of way,noun,18.560000,NOM,noun,priority; right of way,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2375
comte,"count, earl",noun,18.497000,NOM,name|noun,"count, earl",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2376
trembler,"to tremble, shake",verb,18.497000,VER,verb,"to tremble, shake",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2377
tonne,ton; large barrel,noun,18.491000,NOM,noun|verb,ton; large barrel,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2378
commission,"message; errand, especially to buy usual supplies such as groceries; commission (fee charged by an agent or broker for carrying out a transaction)",noun,18.485000,NOM,noun,"message; errand, especially to buy usual supplies such as groceries; commission (fee charged by an agent or broker for carrying out a transaction)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2379
homicide,"killer; that kills; homicide, killer (person who kills another); homicide (killing of one person by another, whether premeditated or unintentional)",adjective / noun,18.478000,ADJ|NOM,adj|noun|verb,"killer; that kills; homicide, killer (person who kills another); homicide (killing of one person by another, whether premeditated or unintentional)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2380
exagérer,to exaggerate; to go too far,verb,18.465000,VER,verb,to exaggerate; to go too far,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2381
cirque,"circus; cirque; a mess, a disorder",noun,18.462000,NOM,noun,"circus; cirque; a mess, a disorder",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2382
micro,clipping of microscope (“microscope”); clipping of microphone (“microphone”): mic; clipping of micro-ordinateur (“microcomputer”): micro,noun,18.446000,NOM,noun,clipping of microscope (“microscope”); clipping of microphone (“microphone”): mic; clipping of micro-ordinateur (“microcomputer”): micro,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2383
clan,clan,noun,18.418000,NOM,noun,clan,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2384
poing,fist,noun,18.417000,NOM,noun,fist,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2385
droguer,to take drugs (intoxicating substances),verb,18.416000,VER,verb,to take drugs (intoxicating substances),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2386
requin,shark; a person profiting from others by treachery,noun,18.399000,NOM,noun,shark; a person profiting from others by treachery,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2387
surpris,surprised,adjective,18.390000,ADJ,adj|verb,surprised,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2388
tissu,fabric; tissue,noun,18.367000,NOM,noun,fabric; tissue,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2389
économie,"economy; savings; economics (the study of resource and wealth allocation, consumption, and distribution, of capital and investment, and of management of the factors of production)",noun,18.345000,NOM,noun,"economy; savings; economics (the study of resource and wealth allocation, consumption, and distribution, of capital and investment, and of management of the factors of production)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2390
