rank,front,meaning,pos,root,frequency,calima_exact_analyses,source
2217,دمع,tears,noun,د م ع,572750,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2218,بكالوريا,baccalaureate; B.A,noun,,572291,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2219,نسب,relate; trace; attribute,verb,ن س ب,571618,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2220,أرضية,background; groundwork,noun,,571551,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2221,تأهيل,certifying; qualifying; training; habilitating,noun,,569643,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2222,تعرف,acquaintance; knowledge,noun,ع ر ف,569494,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2223,مشروب,beverage; drink,noun,ش ر ب,568417,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2224,كارثة,catastrophe; tragedy,noun,ك ر ث,568266,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2225,موهبة,talent; gift,noun,,567472,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2226,تضامن,solidarity; cooperation,noun,ض م ن,566994,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2227,تي,T,abbrev,,566370,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2228,مثالي,ideal; exemplary; model,adj,م ث ل,566080,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2229,زمني,temporal; time,adj,ز م ن,566073,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2230,باسيل,bacilli,noun,,565142,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2231,متكامل,perfect; comprehensive; integral,adj,ك م ل,565014,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2232,توعية,making aware; enlightening,noun,,564929,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2233,مظهر,appearance; facade,noun,ظ ه ر,564029,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2234,بعثة,delegation; mission,noun,ب ع ث,563808,17,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2235,خفيف,light; slight; sparse,adj,خ ف ف,563786,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2236,مزرع,farm; arable land,noun,ز ر ع,563546,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2237,قصد,intend; mean; pursue,verb,ق ص د,562290,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2238,ترشيح,nomination; candidacy,noun,ر ش ح,561135,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2239,خفض,lowering; decreasing; reduction,noun,خ ف ض,561123,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2240,ناقش,argue with; debate with,verb,ن ق ش,560988,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2241,فرنك,oven; furnace,noun,ف ر ن,560528,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2242,خالي,maternal uncle,noun,,560514,25,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2243,أنتج,produce; yield; cause,verb,ن ت ج,560352,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2244,مركبة,vehicle; carriage; craft,noun,ر ك ب,559852,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2245,منظومة,structure; hierarchy,noun,ن ظ م,557978,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2246,تجنب,avoidance; avoiding,noun,ج ن ب,557816,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2247,حرس,guard; bodyguard,noun,ح ر س,557649,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2248,عملي,practical; pragmatic,adj,ع م ل,557440,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2249,لجوء,resorting; taking refuge,noun,,557402,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2250,راهن,present; current,adj,ر ه ن,556286,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2251,قاتل,murderer; assassin,noun,ق ت ل,555628,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2252,جل,be majestic,verb,ج ل ل,555253,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2253,خام,raw; unprocessed,adj,,555191,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2254,قل,say,verb,,555097,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2255,بيئي,environmental,adj,,555004,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2256,إعطاء,offer; donation; concession,noun,,554704,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2257,تشجيع,encouragement; promotion; support,noun,ش ج ع,553032,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2258,وضوح,clarity; plainness,noun,,553008,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2259,عزل,removal; dismissal,noun,ع ز ل,552677,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2260,شيعي,Shiite,adj,,552108,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2261,جنائي,criminal; penal,adj,,551811,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2262,إيقاف,stopping; halting,noun,,551510,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2263,قتال,fighting; combat; struggle,noun,ق ت ل,550982,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2264,جدي,serious; earnest,adj,ج د د,550935,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2265,شوط,round; phase; game; half period,noun,,550608,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2266,مجموع,gathered; total,noun,ج م ع,550460,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2267,فتنة,sedition; dissension; discord,noun,ف ت ن,548632,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2268,سلطان,power,noun,س ل ط ن,548415,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2269,كرامة,dignity; generosity,noun,ك ر م,548395,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2270,ريح,wind; odor,noun,,547571,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2271,مجدد,renovator; reformer,noun,ج د د,547387,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2272,ضمانة,guarantee; security; insurance,noun,ض م ن,547168,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2273,حصار,siege; blockade,noun,ح ص ر,546174,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2274,برى,dust; earth,noun,,545605,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2275,ثقيل,heavy; oppressive,noun,ث ق ل,545255,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2276,تعويض,compensation; restitution,noun,,543334,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2277,مقبول,accepted; welcome; admitted,adj,ق ب ل,543283,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2278,إقرار,ratification; confirmation,noun,ق ر ر,542933,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2279,توصية,advice; recommendation,noun,,542840,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2280,توتر,tension; strain,noun,,542298,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2281,كسر,secret,noun,س ر ر,542268,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2282,مقدار,extent; amount; degree; level; dosage; value,noun,ق د ر,542021,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2283,فضيلة,virtue; His Eminence,noun,ف ض ل,541820,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2284,بند,article; clause,noun,ب ن د,541171,21,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2285,ث,TH; 23rd,abbrev,,540692,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2286,تسرب,absenteeism; attrition,noun,س ر ب,540159,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2287,مقترح,proposal; suggestion,noun,ق ر ح,540100,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2288,بوكس,boxing,noun,,539251,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2289,مطلع,beginning; rise,noun,ط ل ع,538992,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2290,كثرة,abundance; frequency,noun,ك ث ر,538342,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2291,تفاعل,interaction; reaction; reciprocity,noun,ف ع ل,537898,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2292,فوري,immediate; instant; on the spot,adj,,537503,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2293,صالة,hall,noun,,537483,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2294,حشد,crowd; gathering; concentration,noun,ح ش د,537302,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2295,تخفيف,decrease; reduction; dilution,noun,خ ف ف,537034,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2296,نية,intention; purpose; desire,noun,,536806,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2297,فقدان,loss; bereavement,noun,ف ق د,536399,13,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2298,تقويم,rating; valuation,noun,,535616,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2299,صلب,hard; solid; robust,adj,ص ل ب,534909,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2300,رؤى,vision; dream,noun,,533953,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2301,بخاري,steam; steam-driven,adj,ب خ ر,533122,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2302,قياسي,record; analogous,adj,,532704,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2303,طابع,impression; character; personality,noun,ط ب ع,531834,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2304,خطورة,importance; gravity; danger,noun,خ ط ر,531697,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2305,ثمة,there (is; are),adv,ث م م,530586,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2306,جغرافي,geographical,adj,ج غ ر ف,530412,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2307,شاتي,sheep,noun,,529684,5,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2308,معاناة,hardship; suffering; effort,noun,,529321,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2309,إشهار,declaration; proclamation,noun,ش ه ر,528983,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2310,تصنيع,fabrication; industrialization; processing,noun,ص ن ع,528389,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2311,وضح,clarify; explain; indicate,verb,,528243,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2312,خسر,lose,verb,خ س ر,528160,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2313,ظلم,injustice,noun,ظ ل م,527725,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2314,عصب,clans; leagues; federations,noun,ع ص ب,527137,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2315,سينمائي,cinema; cinematographic,adj,,526883,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2316,دام,last; persevere; continue,verb,,526120,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2317,سماك,fish,noun,س م ك,526022,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2318,تدمير,destruction; annihilation,noun,د م ر,525988,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2319,محبة,love; affection,noun,ح ب ب,525908,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2320,مدخل,entrance; entering; introduction,noun,د خ ل,525759,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2321,أكمل,complete; finish,verb,ك م ل,525648,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2322,تمرين,exercise; practice; training,noun,م ر ن,525501,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2323,مصطلح,technical term; terminology,noun,ص ل ح,524718,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2324,فردي,individual; single,adj,ف ر د,524062,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2325,ناشط,activist,noun,ن ش ط,523591,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2326,جدل,controversy; quarrel; debate,noun,ج د ل,522708,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2327,هندسي,engineering; technical,adj,ه ن د س,521485,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2328,تخزين,storage; safekeeping; accumulation,noun,خ ز ن,521485,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2329,مجاور,neighboring; adjacent,noun,,521215,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2330,كلف,charge; entrust; commission,verb,ك ل ف,521168,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2331,وزاري,ministry; ministerial,adj,,521132,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2332,إثارة,provocation; agitation,noun,,520600,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2333,تكلم,speak; talk; discuss,verb,ك ل م,519555,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2334,تخصص,specialization; major field,noun,خ ص ص,518485,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2335,ودي,friendly; amicable,adj,,518441,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2336,أشاد,praise; commend; build,verb,,517906,3,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2337,يمين,right side; right hand,noun,,517779,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2338,كسل,laziness; negligence,noun,ك س ل,517351,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2339,كوم,heaps; piles; masses,noun,,516915,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2340,ميزان,weight scales; measure; meter,noun,,516404,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2341,مقاتل,murders; killings,noun,ق ت ل,515818,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2342,كيمياء,chemistry,noun,,515567,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
