rank,front,meaning,pos,root,frequency,calima_raw_meaning,kaikki_meaning,semantic_basis,source
2276,سلف,brother-in-law,noun,س ل ف,353639,brother-in-law,"brother-in-law; to be over, to be past; predecessor(s), forerunner(s)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2277,بطالة,idleness,noun,ب ط ل,353526,idleness;joblessness,idleness; unemployment,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2278,مجاهد,fighter; warrior; Mujahid,noun,ج ه د,352735,fighter;warrior;Mujahid,"warrior; struggler; fighter, freedom fighter, mujahid",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2279,منحة,grants; scholarships; gifts,noun,م ن ح,352694,grants;scholarships;gifts,"gift; scholarship, study grant; subsidy, monetary aid, financial support",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2280,عقيد,colonel,noun,ع ق د,351277,colonel,colonel,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2281,ماروني,Maronite,adj,,351152,Maronite,Maronite,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2282,منافس,competitor; rival,noun,ن ف س,350619,competitor;competing;rival,"rival, competitor",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2283,ختم,seal,verb,خ ت م,350557,complete;seal;conclude,"to seal; stamp, seal; stamping, sealing",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2284,طاعة,obedience,noun,,350374,obedience;compliance,obedience; righteousness,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2285,محرر,editor; liberator,noun,ح ر ر,350132,editor;liberator,edited; editor; liberator,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2286,مكنة,capability,noun,م ك ن,349888,power;capability,"capability, capacity, ability, strength",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2287,دافع,defend,verb,د ف ع,349509,defend,"to defend; to ward off, keep off; to hinder, delay, put off",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2288,زائد,additional; excessive,noun,,349230,additional;exceeding;excessive,"excessive; extra, additional; increasing, growing",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2289,ضيعة,village,noun,,349096,village,"village, hamlet; estate, property, domain; pasture, meadowland, grazing ground",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2290,سوم,impose,verb,,346974,impose;demand,"to mark; to impose, to force",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2291,صربي,Serbian,adj,,346834,Serbian,Serbian,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2292,جني,harvest,noun,,346698,harvest,"harvest; demon, genie, jinni; verbal noun of جَنَى (janā)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2293,فيتامين,vitamin,noun,,346329,vitamin,vitamin,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2294,فضيحة,scandal,noun,ف ض ح,346164,scandal;disgrace,shame; scandal; ignominy,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2295,أسبوعي,weekly,adj,س ب ع,345963,weekly,weekly,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2296,جيب,pocket,noun,,345166,pocket;purse,"pouch; pocket; neckline, collar",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2297,مفقود,lost; missing,noun,ف ق د,343657,lost;missing;absent,lost; missing,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2298,مفاجأة,surprise,noun,,343001,surprise,surprise; verbal noun of فَاجَأَ (fājaʔa) (form III),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2299,بصري,visual; optical,adj,ب ص ر,342921,visual;optical,"visual, optical; from the city of Basra",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2300,مسح,surveying,noun,م س ح,342814,surveying;measuring,a survey; to anoint; main route,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2301,حيال,with regard to,prep,,342575,concerning;with regard to,"opposite, forenenst; barrenness (of a she-camel); in view of, in respect to, in regard of",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2302,دجاج,chickens; poultry; fowl,noun,د ج ج,341674,chickens;poultry;fowl,"chickens, poultry, fowl",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2303,تراب,soil,noun,ت ر ب,341380,dirt;soil,"land, territory, soil; earth, soil, ground, dust (organic material, sand, etc., which covers the land)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2304,فقير,poor,adj,ف ق ر,341176,poor;destitute,"in need; wretched; poor man, pauper",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2305,ثلث,one third,noun,ث ل ث,340929,one third,one third; to make triangular; to triple (multiply by three),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2306,عذاب,pain; punishment,noun,ع ذ ب,340194,pain;punishment,"torture, torment, punishment; torment, agony, suffering, pain",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2307,مضاعفة,doubling,noun,ض ع ف,340103,doubling;compounding,"complication; doubling, multiplication; verbal noun of ضَاعَفَ (ḍāʕafa) (form III)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2308,منسق,coordinator,noun,ن س ق,339816,coordinator,"coordinated; who coordinates, moderates, coordinating; coordinator, moderator, facilitator, curator",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2309,فائق,outstanding,adj,,339748,outstanding;excellent,"utmost, maximum; a male given name; superior, outstanding",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2310,كنز,treasure,noun,ك ن ز,339101,treasure,"treasure; to pile up; to amass; of a firm texture, carnous",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2311,تشخيص,diagnosis,noun,ش خ ص,339094,diagnosis,diagnosis; verbal noun of شَخَّصَ (šaḵḵaṣa) (form II),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2312,أصفر,yellow,noun,ص ف ر,339028,yellow,"yellow (“having yellow as its color”); emptier, more void; emptiest, most void; to empty, to void, to vacate, to evacuate, to free",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2313,إسعاف,first aid,noun,س ع ف,338840,assistance;medical service;first aid,financial aid; verbal noun of أَسْعَفَ (ʔasʕafa) (form IV),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2314,ثمر,fruit,noun,ث م ر,338807,fruit;result,"the yield of flowering plants, botanical fruits, crops; the knots of the whiplash that lacerate the skin; the thong; the typically sweet- or (less commonly) sour-tasting produce of plants, fruit, fruitage",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2315,بضاعة,merchandise; goods,noun,ب ض ع,337304,merchandise;goods,"commodity, goods, merchandise",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2316,إنفاق,expenditure,noun,ن ف ق,337261,expenditure;disbursement;expenses,expenditure; verbal noun of أَنْفَقَ (ʔanfaqa) (form IV): spending,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2317,مراهق,adolescent,noun,ر ه ق,336493,adolescent,"adolescent, teenager",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2318,إقبال,approach,noun,ق ب ل,336388,approach;concern for;interest in,arrival; approach; favoring,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2319,عماني,Omani,adj,ع م ن,336198,Omani,Omani; related to Amman; somebody from Amman,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2320,قرابة,almost; nearly,noun,ق ر ب,336001,almost;nearly,"relation, relationship, kinship; verbal noun of قَرُبَ (qaruba) (form I); about, almost, approximately, just, nearly, roughly",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2321,دمر,destroy,verb,د م ر,335433,destroy;wreck,to destroy,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2322,لولا,if not,conj,,335425,if not,if only; if not for; why don't you?,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2323,جنرال,general,noun,,335155,general,"general (officer in any general rank, such as a brigadier general, major general, lieutenant general, etc.)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2324,غارة,raid,noun,,334252,raid;foray;attack,"raid, encroachment; singulative of غَار (ḡār, “bay laurel”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2325,أعلم,more; most knowledgeable,noun,ع ل م,333866,more;most knowledgeable,more knowing; most knowing; more learned; most learned; elative degree of عَالِم (ʕālim); elative degree of عَلِيم (ʕalīm):,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2326,عصري,modern; contemporary,adj,ع ص ر,333793,modern;contemporary,modern; contemporary,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2327,عبور,crossing,noun,ع ب ر,333667,crossing,"crossing, passing; verbal noun of عَبَرَ (ʕabara) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2328,غاب,be absent,verb,,333519,be absent,"to be absent; to become absent; to vanish, to disappear; to backbite, to speak badly of an absent person",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2329,أوحى,inspire; suggest,verb,,333225,inspire;suggest,"to reveal, to inspire; to indicate, to insinuate, to hint, to suggest",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2330,عالج,treat,verb,ع ل ج,333107,treat;deal with;process,"to practise; to prevail upon, to persuade, to win over; to treat (a patient or illness or material)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2331,تصور,conception; imagination,noun,,332195,conception;imagination,"conception; imagination; idea, concept",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2332,حوض,basin,noun,,332094,basin;reservoir,"pelvis; basin, pool, tank, sink",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
