rank,front,lemma_undiac,pos,root,english_gloss,frequency,surface_types,top_surfaces
3289,تَدْرِيجِيّ,تدريجي,adj,د ر ج,gradual;progressive+[acc.indef.],255173,3,تدريجيا:169576 | تدريجي:43908 | التدريجي:41689
3290,حَجّار,حجار,noun,ح ج ر,the+stone mason+[fem.sg.],254877,5,الحجارة:85162 | بالحجارة:63463 | الحجار:45322 | حجارة:43108 | والحجارة:17822
3291,عَلا,علا,verb,,and+rise;loom;ascend;be elevated+he;it <verb>,254703,5,وعلا:84265 | علا:77558 | يعلو:42551 | تعلو:31928 | علت:18401
3292,جَزائِرِيّ,جزائري,noun,ج ز ر,the+Algerian+[masc.pl.],254592,2,الجزائريين:142223 | جزائري:112369
3293,حِصان,حصان,noun,ح ص ن,horse+[def.nom.],254044,4,حصان:103286 | حصن:68786 | الحصان:61418 | حصانا:20554
3294,جِراحِيّ,جراحي,adj,ج ر ح,surgical+[fem.sg.],253734,3,جراحية:125858 | الجراحية:98325 | الجراحي:29551
3295,تَذَكَّر,تذكر,verb,ذ ك ر,he;it+remember,253664,5,يتذكر:62139 | نتذكر:57137 | تذكرت:50636 | أتذكر:47009 | تتذكر:36743
3296,كلاسِيكِيّ,كلاسيكي,adj,,the+classic;classical+[fem.sg.],253629,4,الكلاسيكية:131487 | الكلاسيكي:57074 | كلاسيكية:38649 | كلاسيكي:26419
3297,خَفِيّ,خفي,adj,,the+hidden;secret;invisible+[fem.sg.],253529,4,الخفية:80016 | خفية:78776 | الخفي:58618 | خفي:36119
3298,ظالِم,ظالم,noun,ظ ل م,the+oppressor;tyrant+two,253216,6,الظالمين:96209 | الظالم:57242 | ظالم:34469 | ظالما:22798 | الظالمة:22403 | ظالمة:20095
3299,إِبْلاغ,إبلاغ,noun,ب ل غ,reporting;notification;informing,252810,8,إبلاغ:64158 | الإبلاغ:46626 | لإبلاغك:31561 | ابلاغ:27999 | للإبلاغ:24964 | الابلاغ:22354
3300,فاسِد,فاسد,adj,ف س د,the+corrupt;immoral+[fem.sg.],252463,5,الفاسدة:67473 | الفاسدين:52474 | الفاسد:49603 | فاسدة:43399 | فاسد:39514
3301,مَنْطِقِيّ,منطقي,adj,ن ط ق,logical+[indef.gen.],252390,5,منطقي:63266 | المنطقي:59137 | منطقية:53712 | المنطقية:43824 | منطقيا:32451
3302,مُوسِع,موسع,adj,,wealthy+[fem.sg.],252386,5,موسعة:114508 | موسع:50100 | موسعا:39660 | الموسع:26082 | الموسعة:22036
3303,أُمِّيَّة,أمية,noun,,the+illiteracy+[fem.sg.],252297,3,الأمية:127703 | أمية:77814 | الامية:46780
3304,غِرار,غرار,noun,غ ر ر,manner;way;haste+[def.gen.],251768,1,غرار:251768
3305,بُول,بول,noun,,postage stamp+[acc.indef.],251702,2,بولا:150572 | البول:101130
3306,حادِي,حادي,adj,,"the+first (word in ""11th"", ""21st"", ""31st"", through ""91st"")",250929,2,الحادي:234279 | الحادى:16650
3307,إِحْصائِيّ,إحصائي,adj,,the+statistical+[fem.sg.],250690,6,الإحصائية:64759 | إحصائيات:64453 | الإحصائيات:56521 | احصائيات:23732 | الاحصائيات:21172 | وإحصائيات:20053
3308,تَضَخُّم,تضخم,noun,ض خ م,the+inflation+[def.gen.],250568,2,التضخم:189557 | تضخم:61011
3309,عادَل,عادل,verb,ع د ل,he;it+be equal;make equal,250432,2,يعادل:199019 | وعادل:51413
3310,مَنار,منار,noun,,the+lighthouse,250261,4,المنار:82807 | منارة:73841 | المنارة:69243 | منار:24370
3311,أَمْثَل,أمثل,noun,م ث ل,the+exemplary;ideal+[def.nom.],250113,3,الأمثل:161607 | المثلى:48932 | الامثل:39574
3312,رَأَس,رأس,verb,,he;it+lead;direct,249916,6,يرأس:64367 | ورأس:59195 | يرأسها:53132 | يرأسه:27853 | تراس:27151 | ويرأس:18218
3313,حائِط,حائط,noun,,the+wall+[def.gen.],249632,4,الحائط:124671 | حائط:70149 | الحوائط:38212 | حوائط:16600
3314,مُفْتَرَض,مفترض,adj,ف ر ض,the+supposed;presumed+[def.gen.],249245,2,المفترض:220743 | المفترضة:28502
3315,مَمْنُوع,ممنوع,adj,م ن ع,prohibited;banned+[indef.nom.],249233,4,ممنوع:146750 | ممنوعة:41718 | الممنوع:35783 | الممنوعة:24982
3316,تَحْرِيك,تحريك,noun,ح ر ك,making move;stimulating;activating+[def.gen.],249196,5,تحريك:160742 | لتحريك:26413 | وتحريك:22117 | بتحريك:21147 | التحريك:18777
3317,إِتاحَة,إتاحة,noun,,for;to+granting;providing+[fem.sg.],249178,3,لإتاحة:165908 | إتاحة:61930 | اتاحة:21340
3318,إِغاثَة,إغاثة,noun,,the+aid;relief assistance+[fem.sg.],249169,7,الإغاثة:83071 | الاغاثة:37284 | للإغاثة:32795 | لإغاثة:28513 | إغاثة:24937 | والإغاثة:22595
3319,حُفْرَة,حفرة,noun,ح ف ر,the+pits;holes+[def.acc.],249024,4,الحفر:115119 | حفرة:56391 | الحفرة:52055 | حفرها:25459
3320,قافِيَة,قافية,noun,,the+rhymes,248986,3,القوافي:203876 | والقوافي:23085 | القافية:22025
3321,ذِكْرَيات,ذكريات,noun,ذ ك ر,memoirs;diary+[fem.pl.],248979,3,ذكريات:141140 | الذكريات:85546 | ذكرياته:22293
3322,تَدَفُّق,تدفق,noun,د ف ق,outpour;effusion;outburst+[def.gen.],248772,4,تدفق:176100 | التدفق:35156 | التدفقات:20066 | تدفقات:17450
3323,مُعَلَّق,معلق,adj,ع ل ق,suspended;pending+[fem.sg.],248643,4,معلقة:91540 | معلقا:60942 | المعلقة:52513 | معلق:43648
3324,إِنْتاجِيّ,إنتاجي,adj,ن ت ج,the+production;productive+[fem.sg.],248576,3,الإنتاجية:126195 | الانتاجية:62239 | إنتاجية:60142
3325,سُوفْيِتِيّ,سوفيتي,adj,,the+Soviet+[def.gen.],248473,5,السوفياتي:94456 | السوفيتي:62858 | السوفييتي:43456 | السوفياتية:26332 | السوفيتية:21371
3326,حاسَب,حاسب,verb,ح س ب,hold responsible;get even with+he;it <verb>,248434,3,حاسب:183604 | يحاسب:35142 | حاسبة:29688
3327,خَلْفِيّ,خلفي,adj,خ ل ف,the+rear;hinder;enigmatic+[fem.sg.],248422,2,الخلفية:157580 | الخلفي:90842
3328,أَذْكار,أذكار,noun,ذ ك ر,the+dhikr (Sufi ritual),248370,7,الأذكار:68855 | أذكار:52661 | والأذكار:42471 | اذكار:24544 | الاذكار:21899 | واذكار:19257
3329,مَسْقَط,مسقط,noun,س ق ط,birthplace;hometown+[def.gen.],248177,1,مسقط:248177
3330,تَزْوِير,تزوير,noun,,forgery;falsification+[def.gen.],247886,6,تزوير:96925 | التزوير:67676 | وتزوير:27755 | والتزوير:21489 | بتزوير:17362 | بالتزوير:16679
3331,مُتَغَيِّر,متغير,noun,,the+changing;alternating+[fem.pl.],247868,6,المتغيرات:103176 | المتغيرة:37245 | متغيرات:31040 | متغير:29418 | المتغير:24655 | متغيرة:22334
3332,وُصْلَة,وصلة,noun,,link;connection+[fem.sg.],247454,4,وصلة:97514 | الوصلات:59980 | وصلات:57878 | الوصلة:32082
3333,تِلاوَة,تلاوة,noun,,recitation+[fem.sg.],247256,4,تلاوة:172489 | التلاوة:37447 | تلاوته:20392 | بتلاوة:16928
3334,دَمار,دمار,noun,د م ر,the+ruin;destruction+[def.gen.],247232,3,الدمار:143801 | دمار:56802 | والدمار:46629
3335,أَوْصَى,أوصى,verb,,recommend;advise;prescribe+he;it <verb>,247216,7,أوصى:65453 | يوصي:39213 | أوصي:36999 | نوصي:29464 | أوصت:29368 | توصي:24387
3336,سَيْف,سيف,noun,,the+sword+[def.gen.],247069,6,السيف:129794 | بالسيف:29419 | السيوف:27891 | سيفا:21972 | كسيفه:19601 | سيفه:18392
3337,مُرْشِد,مرشد,noun,ر ش د,the+guide;instructor;adviser+[def.nom.],246699,3,المرشد:152443 | مرشد:76548 | المرشدين:17708
3338,عَرْقَلَة,عرقلة,noun,ع ر ق ل,obstructing;impeding+[fem.sg.],246513,6,عرقلة:111821 | العراقيل:56475 | بعرقلة:24175 | عراقيل:19171 | وعرقلة:18929 | لعرقلة:15942
3339,لَمَس,لمس,verb,ل م س,I+touch;perceive+you,246456,7,المسك:69567 | لمس:53266 | تلمسان:40394 | تلمس:27914 | لمست:18997 | يلمس:18789
3340,إِتْمام,إتمام,noun,ت م م,completion;realization+[def.gen.],245788,3,إتمام:141780 | لإتمام:59634 | اتمام:44374
3341,هاشِمِيّ,هاشمي,adj,ه ش م,the+Hashemite+[def.gen.],245749,3,الهاشمي:106694 | الهاشمية:103608 | هاشمى:35447
3342,أَحْيَى,أحيى,verb,,he;it+enliven;celebrate,245651,7,يحي:70643 | أحيت:38771 | تحيي:37394 | نحيي:35953 | ويحيى:27936 | أحيي:19045
3343,أَسْعَد,أسعد,noun,س ع د,happier;happiest;luckier;luckiest,245647,3,أسعد:132298 | اسعد:97190 | الأسعد:16159
3344,قَرُب,قرب,verb,ق ر ب,he;it+approach;draw near,245590,3,يقرب:195189 | تقرب:32721 | تقربه:17680
3345,تَضْحِي,تضحي,noun,,the+sacrifice;immolation+[fem.sg.],245303,6,التضحية:68820 | التضحيات:55744 | تضحيات:49386 | والتضحية:33650 | والتضحيات:19013 | تضحية:18690
3346,فَرَنْسِيّ,فرنسي,noun,,the+French+[masc.pl.],245217,4,الفرنسيين:132596 | بالفرنسية:51931 | والفرنسي:36854 | فرنسيين:23836
3347,خَلَص,خلص,verb,خ ل ص,and+conclude+he;it <verb>,245145,6,وخلص:49119 | تخلص:48983 | خلصت:47828 | خلص:44164 | يخلص:33109 | وخلصت:21942
3348,مِصْرِيّ,مصري,noun,م ص ر,the+Egyptian+[masc.pl.],244764,4,المصريون:121318 | للمصريين:57691 | والمصري:35665 | والمصريين:30090
3349,أَوْقَف,أوقف,verb,,detain;make stand+it;they;she <verb>,244537,5,أوقفت:85870 | أوقف:60490 | اوقف:36512 | اوقفت:31348 | أوقفوا:30317
3350,مُضِيّ,مضي,noun,,the+expiration;continuation;pursuit+[def.acc.],244467,4,المضي:121823 | مضي:70790 | للمضي:32619 | والمضي:19235
3351,بَعُد,بعد,verb,ب ع د,it;they;she+be distant,244229,3,تبعد:127898 | يبعد:88754 | وتبعد:27577
3352,تَداعِي,تداعي,noun,,association;mutual summoning+[fem.pl.],244044,5,تداعيات:160138 | التداعيات:30908 | وتداعيات:18096 | وتداعياتها:17725 | تداعياتها:17177
3353,سَكَن,سكن,verb,س ك ن,he;it+be calm,244031,6,يسكن:80113 | تسكن:61432 | يسكنها:27307 | يسكنون:27075 | سكنت:26784 | يسكنه:21320
3354,مُكافَأَة,مكافأة,noun,,compensation;reward;remuneration+[fem.sg.],243652,4,مكافأة:113597 | مكافآت:50988 | المكافآت:47476 | المكافأة:31591
3355,تِلِفُون,تلفون,noun,ت ل ف ن,telephone,243548,3,تليفون:114025 | التليفون:89112 | تليفونات:40411
3356,مُزْدَوِج,مزدوج,adj,,double;dual+[fem.sg.],243526,4,مزدوجة:85042 | المزدوج:57424 | مزدوج:52689 | المزدوجة:48371
3357,بَغْدادِيّ,بغدادي,adj,ب غ د د,the+from;of Baghdad;Baghdadi+[def.gen.],243431,3,البغدادي:108611 | البغداديه:106311 | البغدادية:28509
3358,مُقَرَّب,مقرب,adj,ق ر ب,close;near+[fem.sg.],243388,5,مقربة:109544 | مقرب:48171 | المقرب:37852 | المقربة:29307 | مقربين:18514
3359,تَوَجَّب,توجب,verb,,he;it+be necessary,243377,1,يتوجب:243377
3360,مَشْغَل,مشغل,noun,ش غ ل,workshop;workhouse,243368,6,مشغل:118142 | المشغلين:34108 | المشغل:29092 | مشغلي:22718 | مشغلات:21543 | مشاغل:17765
3361,مُطْران,مطران,noun,م ط ر ن,the+archbishop;metropolitan+[def.nom.],243298,2,المطران:218944 | المطارنة:24354
3362,تَعَيَّن,تعين,verb,,he;it+be appointed;be assigned,243224,2,يتعين:213237 | ويتعين:29987
3363,عَذْراء,عذراء,noun,ع ذ ر,the+virgin+[def.gen.],243164,1,العذراء:243164
3364,أَغْلَبِيَّة,أغلبية,noun,غ ل ب,the+majority+[fem.sg.],243074,4,الأغلبية:146819 | اغلبية:36188 | الاغلبية:34238 | بالأغلبية:25829
3365,دُكْتُوراة,دكتوراة,noun,,the+doctorate,243005,3,الدكتوراه:161316 | الدكتوراة:43146 | والدكتوراه:38543
3366,عَذْب,عذب,adj,ع ذ ب,the+sweet;pleasant+[fem.sg.],242915,2,العذبة:214674 | العذب:28241
3367,يُو,يو,abbrev,,U.,242860,1,يو:242860
3368,ناجِم,ناجم,noun,ن ج م,the+originating;arising;derived+[fem.sg.],242675,4,الناجمة:124469 | الناجم:58411 | ناجم:30468 | ناجمة:29327
3369,مَبْرُوك,مبروك,noun,ب ر ك,blessed,242648,1,مبروك:242648
3370,مَحْمِيّ,محمي,adj,,protected;protectorate+[fem.sg.],242305,4,محمية:115159 | المحمية:73079 | محمي:33953 | المحميات:20114
3371,نِظامِيّ,نظامي,adj,ن ظ م,the+systematic;regular;orderly+[fem.sg.],242302,3,النظامية:169439 | النظامي:41418 | نظامية:31445
3372,سَلَفِيّ,سلفي,noun,س ل ف,the+Salafi (adherent of the Salafiya)+[fem.sg.],242131,4,السلفية:121493 | السلفي:57643 | السلفيين:42463 | السلفى:20532
3373,تَزْوِيد,تزويد,noun,,supplying;providing+[def.gen.],242039,5,تزويد:147053 | لتزويد:28849 | بتزويد:28283 | تزويدها:19581 | وتزويد:18273
3374,عَزا,عزا,verb,,you [masc.sg.]+ascribe;blame,242017,5,تعز:129604 | تعزية:41511 | وعزا:29187 | يعزي:24269 | وعزت:17446
3375,مَرْغُوب,مرغوب,adj,ر غ ب,desired;sought after+its;his,242017,3,مرغوبة:97147 | مرغوب:84426 | المرغوب:60444
3376,مِئَوِيّ,مئوي,adj,,one-hundred;hundreth;percentage+[fem.sg.],241685,3,مئوية:153303 | المئوية:70025 | بمئوية:18357
3377,ذِمَّة,ذمة,noun,ذ م م,protection;security+[fem.sg.],241634,3,ذمة:188824 | الذمة:32527 | ذمتي:20283
3378,مُرَخَّص,مرخص,adj,ر خ ص,licensed;officially registered+[indef.gen.],241606,4,مرخص:76540 | مرخصة:75914 | المرخصة:53761 | المرخص:35391
3379,مُتْعِب,متعب,noun,ت ع ب,the+troublesome;tiresome+[def.gen.],241548,2,المتعب:123570 | متعب:117978
3380,وَثِق,وثق,verb,,he;it+trust;rely;depend,241464,9,يثق:50251 | تثق:35302 | يوثق:28912 | وثق:26688 | نثق:24687 | وثقت:20480
3381,بِقاع,بقاع,noun,ب ق ع,the+regions;spots+[def.gen.],241387,3,البقاع:154275 | بقاع:52431 | والبقاع:34681
3382,ضَرّ,ضر,verb,ض ر ر,he;it+harm;injure,241162,4,يضر:98527 | تضر:87478 | تضرر:36891 | أضر:18266
3383,بانُوراما,بانوراما,noun,,panorama,240608,1,بانوراما:240608
3384,وِسام,وسام,noun,,badge;decoration+[def.acc.],240183,3,وسام:170014 | الأوسمة:51798 | الوسام:18371
3385,خاف,خاف,verb,,he;it+be scared;be afraid;be frightened,240042,7,يخاف:71352 | تخاف:43078 | يخافون:31075 | خاف:29284 | خفت:27081 | نخاف:20458
3386,وُجُوب,وجوب,noun,,duty;necessity;obligation+[def.gen.],240040,4,وجوب:164175 | بوجوب:42033 | الوجوب:17436 | وجوبا:16396
3387,قَمْح,قمح,noun,ق م ح,the+wheat,240033,2,القمح:216528 | قمح:23505
3388,نَخْل,نخل,noun,ن خ ل,the+date palms+[def.gen.],239988,4,النخيل:124008 | نخلة:49145 | النخلة:42082 | نخيل:24753
3389,تَنْشِيط,تنشيط,noun,ن ش ط,stimulation;encouragement+[def.gen.],239861,4,تنشيط:157072 | لتنشيط:35496 | وتنشيط:29167 | التنشيط:18126
3390,أَوْلَوِيّات,أولويات,noun,,priorities+[fem.pl.],239783,5,أولويات:98412 | الأولويات:63947 | أولوياتها:30562 | الاولويات:25186 | اولويات:21676
3391,مُعَقَّد,معقد,adj,ع ق د,complicated;intricate+[fem.sg.],239779,4,معقدة:107412 | المعقدة:75813 | معقد:38203 | المعقد:18351
3392,إِخْلاء,إخلاء,noun,,emptying;evacuation,239740,5,إخلاء:128330 | اخلاء:54506 | بإخلاء:23089 | وإخلاء:17568 | الإخلاء:16247
3393,قُرْعَة,قرعة,noun,ق ر ع,enlistment;draft+[fem.sg.],239672,2,قرعة:151106 | القرعة:88566
3394,قارِب,قارب,noun,ق ر ب,boat+[def.nom.],239619,4,قارب:73389 | قوارب:69749 | القارب:55007 | القوارب:41474
3395,ظاهِر,ظاهر,noun,ظ ه ر,the+evident;apparent;manifest;visible,239505,4,الظاهر:155677 | ظاهرا:33777 | والظاهر:29607 | ظاهرها:20444
3396,ناسَب,ناسب,verb,ن س ب,it;they;she+be compatible with;harmonize with,239488,2,تناسب:148755 | يناسب:90733
3397,كُورَة,كورة,noun,,the+small village+[fem.sg.],239478,2,الكورة:160315 | الكوره:79163
3398,رادِيُو,راديو,noun,,radio,239443,2,راديو:174754 | الراديو:64689
