front,frequency,frequency_source,reason
پ,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پولنگ,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کروانے,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھلا,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آئینی,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بلیک,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بھری,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تبلیغ,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ترمیم,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جمال,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خصوصیات,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دورے,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رجوع,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رسائی,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ریلیز,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سرگرمیوں,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عارف,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عدالتوں,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فنڈ,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مہدی,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکالا,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وائرس,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پارک,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پڑتی,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہٹ,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آگئی,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اشرف,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اشیاء,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اصلاحات,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اضلاع,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ام,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
امان,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بلتستان,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دکھایا,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رضوی,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سمت,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عقیدہ,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرمائی,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
محرم,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نشستیں,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نوعیت,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پشتون,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پڑھے,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پھیل,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چاہیں,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کاموں,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کروڑوں,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کیمپ,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ے,Zipf 4.68,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آرہی,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اشعار,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
انور,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اٹھایا,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بڑھتی,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بیرون,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تعلیمات,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ثاقب,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رہائشی,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سوائے,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سورہ,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شوکت,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیتی,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مثبت,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نامزد,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نفس,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نمائش,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکلنے,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیزائن,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیٹا,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کہی,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہجرت,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آور,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بدلے,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بڑھا,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حکمرانی,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سوسائٹی,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شماری,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
علماء,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قبضے,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ور,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرلیں,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہوجائیں,Zipf 4.66,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الطاف,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
امتیاز,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
امین,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بندوں,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
توسیع,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جلسے,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دیکھیے,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فراہمی,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فواد,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فیملی,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قبائلی,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لگنے,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیک,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ما,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مسافر,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مفادات,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
منفی,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مہیا,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
میٹنگ,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈار,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کاروں,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کلومیٹر,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کمشنر,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھاتے,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گاڑیوں,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہائیکورٹ,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الہ,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بھاگ,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دشمنوں,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دعوے,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شفاف,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ضمنی,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عدالتی,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فاٹا,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لگتے,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مفہوم,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
منصوبوں,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وجوہات,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پاور,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈالے,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈویژن,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کابینہ,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کفر,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گوئی,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گھنٹوں,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یہودیوں,Zipf 4.64,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آرہا,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آگئے,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اتار,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسکا,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
انقلابی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اٹھائے,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اکاؤنٹ,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بحالی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تنظیموں,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ثانی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جتنے,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ذوالفقار,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیف,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شامی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عقائد,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فنڈز,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیاقت,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
متحرک,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معاشرتی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
میسر,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نیویارک,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پلان,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈبلیو,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہندی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہوجاتا,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہوچکی,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اربوں,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الرحمان,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بجا,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
برے,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جیتنے,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حامد,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حتی,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حفیظ,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خلائی,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رشتے,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رہو,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
