frequency,frequency_source,front,reason
460,CLE Urdu top-5000 frequency list,معاونت,no_direct_mapping_and_not_indowordnet_lemma
460,CLE Urdu top-5000 frequency list,مکہی,no_direct_mapping_and_not_indowordnet_lemma
459,CLE Urdu top-5000 frequency list,صفدر,no_direct_mapping_and_not_indowordnet_lemma
459,CLE Urdu top-5000 frequency list,مینیجر,no_direct_mapping_and_not_indowordnet_lemma
458,CLE Urdu top-5000 frequency list,لاتے,no_direct_mapping_and_not_indowordnet_lemma
457,CLE Urdu top-5000 frequency list,بستیوں,no_direct_mapping_and_not_indowordnet_lemma
457,CLE Urdu top-5000 frequency list,ذہانت,no_direct_mapping_and_not_indowordnet_lemma
457,CLE Urdu top-5000 frequency list,لواحقین,no_direct_mapping_and_not_indowordnet_lemma
456,CLE Urdu top-5000 frequency list,چلائی,no_direct_mapping_and_not_indowordnet_lemma
455,CLE Urdu top-5000 frequency list,اجناس,no_direct_mapping_and_not_indowordnet_lemma
455,CLE Urdu top-5000 frequency list,بازوں,no_direct_mapping_and_not_indowordnet_lemma
455,CLE Urdu top-5000 frequency list,درختوں,no_direct_mapping_and_not_indowordnet_lemma
455,CLE Urdu top-5000 frequency list,سنایا,no_direct_mapping_and_not_indowordnet_lemma
454,CLE Urdu top-5000 frequency list,اہلسنت,no_direct_mapping_and_not_indowordnet_lemma
454,CLE Urdu top-5000 frequency list,پروین,no_direct_mapping_and_not_indowordnet_lemma
454,CLE Urdu top-5000 frequency list,فریضہ,no_direct_mapping_and_not_indowordnet_lemma
454,CLE Urdu top-5000 frequency list,مہمانوں,no_direct_mapping_and_not_indowordnet_lemma
453,CLE Urdu top-5000 frequency list,تدابیر,no_direct_mapping_and_not_indowordnet_lemma
453,CLE Urdu top-5000 frequency list,کاٹن,no_direct_mapping_and_not_indowordnet_lemma
453,CLE Urdu top-5000 frequency list,ہیپاٹائٹس,no_direct_mapping_and_not_indowordnet_lemma
452,CLE Urdu top-5000 frequency list,تیرا,no_direct_mapping_and_not_indowordnet_lemma
452,CLE Urdu top-5000 frequency list,ثناء,no_direct_mapping_and_not_indowordnet_lemma
452,CLE Urdu top-5000 frequency list,جلیل,no_direct_mapping_and_not_indowordnet_lemma
451,CLE Urdu top-5000 frequency list,آرگنائزیشن,no_direct_mapping_and_not_indowordnet_lemma
450,CLE Urdu top-5000 frequency list,طلبا,no_direct_mapping_and_not_indowordnet_lemma
450,CLE Urdu top-5000 frequency list,کہے,no_direct_mapping_and_not_indowordnet_lemma
450,CLE Urdu top-5000 frequency list,مشمولہ,no_direct_mapping_and_not_indowordnet_lemma
449,CLE Urdu top-5000 frequency list,پہینک,no_direct_mapping_and_not_indowordnet_lemma
448,CLE Urdu top-5000 frequency list,بیروزگاری,no_direct_mapping_and_not_indowordnet_lemma
448,CLE Urdu top-5000 frequency list,شاہدہ,no_direct_mapping_and_not_indowordnet_lemma
448,CLE Urdu top-5000 frequency list,عہدیداروں,no_direct_mapping_and_not_indowordnet_lemma
448,CLE Urdu top-5000 frequency list,کہائیں,no_direct_mapping_and_not_indowordnet_lemma
447,CLE Urdu top-5000 frequency list,بڑہایا,no_direct_mapping_and_not_indowordnet_lemma
447,CLE Urdu top-5000 frequency list,پالیسیاں,no_direct_mapping_and_not_indowordnet_lemma
447,CLE Urdu top-5000 frequency list,جمشید,no_direct_mapping_and_not_indowordnet_lemma
447,CLE Urdu top-5000 frequency list,کارکنان,no_direct_mapping_and_not_indowordnet_lemma
446,CLE Urdu top-5000 frequency list,بدر,no_direct_mapping_and_not_indowordnet_lemma
446,CLE Urdu top-5000 frequency list,جانیں,no_direct_mapping_and_not_indowordnet_lemma
445,CLE Urdu top-5000 frequency list,چیمہ,no_direct_mapping_and_not_indowordnet_lemma
445,CLE Urdu top-5000 frequency list,صفحات,no_direct_mapping_and_not_indowordnet_lemma
445,CLE Urdu top-5000 frequency list,طالبہ,no_direct_mapping_and_not_indowordnet_lemma
444,CLE Urdu top-5000 frequency list,بنکوں,no_direct_mapping_and_not_indowordnet_lemma
443,CLE Urdu top-5000 frequency list,پڑہنا,no_direct_mapping_and_not_indowordnet_lemma
443,CLE Urdu top-5000 frequency list,تاحال,no_direct_mapping_and_not_indowordnet_lemma
443,CLE Urdu top-5000 frequency list,خوفزدہ,no_direct_mapping_and_not_indowordnet_lemma
443,CLE Urdu top-5000 frequency list,کمیونٹی,no_direct_mapping_and_not_indowordnet_lemma
443,CLE Urdu top-5000 frequency list,لیڈروں,no_direct_mapping_and_not_indowordnet_lemma
443,CLE Urdu top-5000 frequency list,ہلاکتوں,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,بوڑہے,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,پیکیج,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,سمجہنا,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,سنبہال,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,عازمین,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,قیوم,no_direct_mapping_and_not_indowordnet_lemma
442,CLE Urdu top-5000 frequency list,میلے,no_direct_mapping_and_not_indowordnet_lemma
441,CLE Urdu top-5000 frequency list,پلانٹ,no_direct_mapping_and_not_indowordnet_lemma
441,CLE Urdu top-5000 frequency list,رسالت,no_direct_mapping_and_not_indowordnet_lemma
441,CLE Urdu top-5000 frequency list,کیسی,no_direct_mapping_and_not_indowordnet_lemma
441,CLE Urdu top-5000 frequency list,لائحہ,no_direct_mapping_and_not_indowordnet_lemma
440,CLE Urdu top-5000 frequency list,رساں,no_direct_mapping_and_not_indowordnet_lemma
440,CLE Urdu top-5000 frequency list,فرمائے,no_direct_mapping_and_not_indowordnet_lemma
439,CLE Urdu top-5000 frequency list,زیورات,no_direct_mapping_and_not_indowordnet_lemma
438,CLE Urdu top-5000 frequency list,امتحانات,no_direct_mapping_and_not_indowordnet_lemma
438,CLE Urdu top-5000 frequency list,ساتویں,no_direct_mapping_and_not_indowordnet_lemma
438,CLE Urdu top-5000 frequency list,کونسلوں,no_direct_mapping_and_not_indowordnet_lemma
437,CLE Urdu top-5000 frequency list,پنڈی,no_direct_mapping_and_not_indowordnet_lemma
437,CLE Urdu top-5000 frequency list,چشتی,no_direct_mapping_and_not_indowordnet_lemma
437,CLE Urdu top-5000 frequency list,منانے,no_direct_mapping_and_not_indowordnet_lemma
437,CLE Urdu top-5000 frequency list,ہالی,no_direct_mapping_and_not_indowordnet_lemma
437,CLE Urdu top-5000 frequency list,ہٹا,no_direct_mapping_and_not_indowordnet_lemma
436,CLE Urdu top-5000 frequency list,چانڈیو,no_direct_mapping_and_not_indowordnet_lemma
436,CLE Urdu top-5000 frequency list,عہدوں,no_direct_mapping_and_not_indowordnet_lemma
436,CLE Urdu top-5000 frequency list,نبوی,no_direct_mapping_and_not_indowordnet_lemma
435,CLE Urdu top-5000 frequency list,سکرین,no_direct_mapping_and_not_indowordnet_lemma
435,CLE Urdu top-5000 frequency list,کریڈٹ,no_direct_mapping_and_not_indowordnet_lemma
435,CLE Urdu top-5000 frequency list,مشاہدہ,no_direct_mapping_and_not_indowordnet_lemma
434,CLE Urdu top-5000 frequency list,اگلی,no_direct_mapping_and_not_indowordnet_lemma
434,CLE Urdu top-5000 frequency list,بسوں,no_direct_mapping_and_not_indowordnet_lemma
434,CLE Urdu top-5000 frequency list,پیروں,no_direct_mapping_and_not_indowordnet_lemma
434,CLE Urdu top-5000 frequency list,فیڈرل,no_direct_mapping_and_not_indowordnet_lemma
434,CLE Urdu top-5000 frequency list,لپیٹ,no_direct_mapping_and_not_indowordnet_lemma
433,CLE Urdu top-5000 frequency list,تیاریاں,no_direct_mapping_and_not_indowordnet_lemma
433,CLE Urdu top-5000 frequency list,جہگڑا,no_direct_mapping_and_not_indowordnet_lemma
432,CLE Urdu top-5000 frequency list,انوار,no_direct_mapping_and_not_indowordnet_lemma
432,CLE Urdu top-5000 frequency list,رؤف,no_direct_mapping_and_not_indowordnet_lemma
432,CLE Urdu top-5000 frequency list,سینٹرل,no_direct_mapping_and_not_indowordnet_lemma
432,CLE Urdu top-5000 frequency list,کیڑوں,no_direct_mapping_and_not_indowordnet_lemma
432,CLE Urdu top-5000 frequency list,گامزن,no_direct_mapping_and_not_indowordnet_lemma
431,CLE Urdu top-5000 frequency list,بیٹہنے,no_direct_mapping_and_not_indowordnet_lemma
431,CLE Urdu top-5000 frequency list,چینلز,no_direct_mapping_and_not_indowordnet_lemma
431,CLE Urdu top-5000 frequency list,راستوں,no_direct_mapping_and_not_indowordnet_lemma
430,CLE Urdu top-5000 frequency list,پارلیمان,no_direct_mapping_and_not_indowordnet_lemma
430,CLE Urdu top-5000 frequency list,پڑہیں,no_direct_mapping_and_not_indowordnet_lemma
430,CLE Urdu top-5000 frequency list,سنٹرل,no_direct_mapping_and_not_indowordnet_lemma
430,CLE Urdu top-5000 frequency list,کونسلروں,no_direct_mapping_and_not_indowordnet_lemma
430,CLE Urdu top-5000 frequency list,لمحے,no_direct_mapping_and_not_indowordnet_lemma
430,CLE Urdu top-5000 frequency list,مصروفیات,no_direct_mapping_and_not_indowordnet_lemma
429,CLE Urdu top-5000 frequency list,پہن,no_direct_mapping_and_not_indowordnet_lemma
428,CLE Urdu top-5000 frequency list,پہنچتا,no_direct_mapping_and_not_indowordnet_lemma
428,CLE Urdu top-5000 frequency list,وارن,no_direct_mapping_and_not_indowordnet_lemma
427,CLE Urdu top-5000 frequency list,دکانوں,no_direct_mapping_and_not_indowordnet_lemma
427,CLE Urdu top-5000 frequency list,دکہائے,no_direct_mapping_and_not_indowordnet_lemma
427,CLE Urdu top-5000 frequency list,سبزیوں,no_direct_mapping_and_not_indowordnet_lemma
427,CLE Urdu top-5000 frequency list,فٹنس,no_direct_mapping_and_not_indowordnet_lemma
427,CLE Urdu top-5000 frequency list,لین,no_direct_mapping_and_not_indowordnet_lemma
425,CLE Urdu top-5000 frequency list,قطرے,no_direct_mapping_and_not_indowordnet_lemma
424,CLE Urdu top-5000 frequency list,دیکہو,no_direct_mapping_and_not_indowordnet_lemma
424,CLE Urdu top-5000 frequency list,ذیابیطس,no_direct_mapping_and_not_indowordnet_lemma
424,CLE Urdu top-5000 frequency list,زمینوں,no_direct_mapping_and_not_indowordnet_lemma
424,CLE Urdu top-5000 frequency list,کسٹم,no_direct_mapping_and_not_indowordnet_lemma
423,CLE Urdu top-5000 frequency list,قاسمی,no_direct_mapping_and_not_indowordnet_lemma
423,CLE Urdu top-5000 frequency list,کوثر,no_direct_mapping_and_not_indowordnet_lemma
423,CLE Urdu top-5000 frequency list,گروہوں,no_direct_mapping_and_not_indowordnet_lemma
423,CLE Urdu top-5000 frequency list,ٹہنڈا,no_direct_mapping_and_not_indowordnet_lemma
422,CLE Urdu top-5000 frequency list,بولرز,no_direct_mapping_and_not_indowordnet_lemma
422,CLE Urdu top-5000 frequency list,حالی,no_direct_mapping_and_not_indowordnet_lemma
422,CLE Urdu top-5000 frequency list,گرانٹ,no_direct_mapping_and_not_indowordnet_lemma
422,CLE Urdu top-5000 frequency list,مطالبات,no_direct_mapping_and_not_indowordnet_lemma
421,CLE Urdu top-5000 frequency list,اسلامک,no_direct_mapping_and_not_indowordnet_lemma
421,CLE Urdu top-5000 frequency list,سفارشات,no_direct_mapping_and_not_indowordnet_lemma
421,CLE Urdu top-5000 frequency list,سنتے,no_direct_mapping_and_not_indowordnet_lemma
421,CLE Urdu top-5000 frequency list,ڈونرز,no_direct_mapping_and_not_indowordnet_lemma
420,CLE Urdu top-5000 frequency list,رونے,no_direct_mapping_and_not_indowordnet_lemma
420,CLE Urdu top-5000 frequency list,کانگ,no_direct_mapping_and_not_indowordnet_lemma
420,CLE Urdu top-5000 frequency list,گہوڑے,no_direct_mapping_and_not_indowordnet_lemma
418,CLE Urdu top-5000 frequency list,توڑنے,no_direct_mapping_and_not_indowordnet_lemma
418,CLE Urdu top-5000 frequency list,کاسٹ,no_direct_mapping_and_not_indowordnet_lemma
417,CLE Urdu top-5000 frequency list,ایشو,no_direct_mapping_and_not_indowordnet_lemma
417,CLE Urdu top-5000 frequency list,راجن,no_direct_mapping_and_not_indowordnet_lemma
416,CLE Urdu top-5000 frequency list,سنہری,no_direct_mapping_and_not_indowordnet_lemma
416,CLE Urdu top-5000 frequency list,کوشاں,fallback_no_two_source_semantic_agreement
415,CLE Urdu top-5000 frequency list,فٹبال,no_direct_mapping_and_not_indowordnet_lemma
415,CLE Urdu top-5000 frequency list,کہیت,no_direct_mapping_and_not_indowordnet_lemma
415,CLE Urdu top-5000 frequency list,میٹنگ,no_direct_mapping_and_not_indowordnet_lemma
415,CLE Urdu top-5000 frequency list,ہونٹوں,no_direct_mapping_and_not_indowordnet_lemma
415,CLE Urdu top-5000 frequency list,یہیں,no_direct_mapping_and_not_indowordnet_lemma
414,CLE Urdu top-5000 frequency list,اسکولوں,no_direct_mapping_and_not_indowordnet_lemma
414,CLE Urdu top-5000 frequency list,ججوں,no_direct_mapping_and_not_indowordnet_lemma
414,CLE Urdu top-5000 frequency list,مارنے,no_direct_mapping_and_not_indowordnet_lemma
413,CLE Urdu top-5000 frequency list,ایڈ,no_direct_mapping_and_not_indowordnet_lemma
413,CLE Urdu top-5000 frequency list,بڑوں,no_direct_mapping_and_not_indowordnet_lemma
413,CLE Urdu top-5000 frequency list,پٹرول,no_direct_mapping_and_not_indowordnet_lemma
413,CLE Urdu top-5000 frequency list,طفیل,no_direct_mapping_and_not_indowordnet_lemma
412,CLE Urdu top-5000 frequency list,پڑیں,no_direct_mapping_and_not_indowordnet_lemma
412,CLE Urdu top-5000 frequency list,سائنسدان,no_direct_mapping_and_not_indowordnet_lemma
412,CLE Urdu top-5000 frequency list,ہوتیں,no_direct_mapping_and_not_indowordnet_lemma
411,CLE Urdu top-5000 frequency list,پرندے,no_direct_mapping_and_not_indowordnet_lemma
411,CLE Urdu top-5000 frequency list,چہوڑا,no_direct_mapping_and_not_indowordnet_lemma
410,CLE Urdu top-5000 frequency list,فوجوں,no_direct_mapping_and_not_indowordnet_lemma
410,CLE Urdu top-5000 frequency list,مجموعے,no_direct_mapping_and_not_indowordnet_lemma
410,CLE Urdu top-5000 frequency list,ووٹوں,no_direct_mapping_and_not_indowordnet_lemma
409,CLE Urdu top-5000 frequency list,بدلنے,no_direct_mapping_and_not_indowordnet_lemma
409,CLE Urdu top-5000 frequency list,تفریحی,no_direct_mapping_and_not_indowordnet_lemma
409,CLE Urdu top-5000 frequency list,سرحدوں,no_direct_mapping_and_not_indowordnet_lemma
409,CLE Urdu top-5000 frequency list,گرمیوں,no_direct_mapping_and_not_indowordnet_lemma
409,CLE Urdu top-5000 frequency list,لچکدار,no_direct_mapping_and_not_indowordnet_lemma
408,CLE Urdu top-5000 frequency list,کارروائیاں,no_direct_mapping_and_not_indowordnet_lemma
408,CLE Urdu top-5000 frequency list,نکات,no_direct_mapping_and_not_indowordnet_lemma
407,CLE Urdu top-5000 frequency list,افتتاحی,no_direct_mapping_and_not_indowordnet_lemma
407,CLE Urdu top-5000 frequency list,ایام,no_direct_mapping_and_not_indowordnet_lemma
407,CLE Urdu top-5000 frequency list,بہنوں,no_direct_mapping_and_not_indowordnet_lemma
407,CLE Urdu top-5000 frequency list,لہجے,no_direct_mapping_and_not_indowordnet_lemma
407,CLE Urdu top-5000 frequency list,محکمے,no_direct_mapping_and_not_indowordnet_lemma
406,CLE Urdu top-5000 frequency list,آوازیں,no_direct_mapping_and_not_indowordnet_lemma
406,CLE Urdu top-5000 frequency list,فنانس,no_direct_mapping_and_not_indowordnet_lemma
406,CLE Urdu top-5000 frequency list,مطلوب,no_direct_mapping_and_not_indowordnet_lemma
405,CLE Urdu top-5000 frequency list,سعد,no_direct_mapping_and_not_indowordnet_lemma
405,CLE Urdu top-5000 frequency list,مثالیں,no_direct_mapping_and_not_indowordnet_lemma
405,CLE Urdu top-5000 frequency list,ڈالتے,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,چہروں,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,خلافت,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,رینجرز,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,سیکہ,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,سیکیورٹی,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,فسادات,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,کاش,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,کمانے,no_direct_mapping_and_not_indowordnet_lemma
404,CLE Urdu top-5000 frequency list,ڈراموں,no_direct_mapping_and_not_indowordnet_lemma
403,CLE Urdu top-5000 frequency list,سفارت,no_direct_mapping_and_not_indowordnet_lemma
403,CLE Urdu top-5000 frequency list,فنکشنل,no_direct_mapping_and_not_indowordnet_lemma
403,CLE Urdu top-5000 frequency list,منڈیوں,no_direct_mapping_and_not_indowordnet_lemma
402,CLE Urdu top-5000 frequency list,ثقلین,no_direct_mapping_and_not_indowordnet_lemma
402,CLE Urdu top-5000 frequency list,چہاپے,no_direct_mapping_and_not_indowordnet_lemma
402,CLE Urdu top-5000 frequency list,سکتیں,no_direct_mapping_and_not_indowordnet_lemma
402,CLE Urdu top-5000 frequency list,کالجز,no_direct_mapping_and_not_indowordnet_lemma
401,CLE Urdu top-5000 frequency list,مخلوق,no_direct_mapping_and_not_indowordnet_lemma
401,CLE Urdu top-5000 frequency list,نظموں,no_direct_mapping_and_not_indowordnet_lemma
401,CLE Urdu top-5000 frequency list,نوازا,no_direct_mapping_and_not_indowordnet_lemma
400,CLE Urdu top-5000 frequency list,چوتہا,no_direct_mapping_and_not_indowordnet_lemma
400,CLE Urdu top-5000 frequency list,گلیوں,no_direct_mapping_and_not_indowordnet_lemma
