rank,front,meaning,frequency_evidence,frequency_source,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
2039,سلامت,safety; peace; good health; cheers,382,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"safety, peace; good health, cheers","n. safety, peace; good health, cheers | Platts: (for A. سلامة, inf. n. of سلم; see salām)",WHIMPERING; May; Let; lose; Goat
2040,شاخ,horn; antler; tree branch; bough,382,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,horn; antler; tree branch; bough; organizational branch,n. horn; antler; tree branch; bough; organizational branch | Platts: ( = S.,branch; planted; had; her; mother
2041,کشتی,wrestling; boat,382,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"wrestling; boat, ship",boat,boat; BOAT; wrestling; SOME; ASKING
2042,گلاس,glass,382,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,glass,glass,
2043,جوتے,“shoe”):,381,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,direct plural; oblique/vocative singular,"inflection of جُوتا (jūtā, “shoe”):",shoes; shoe; pry; Nike; Guy
2044,کوفی,coffee,381,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,coffee,coffee,
2045,داؤد,Dawood; Dawud; David; a male given name from Arabic,380,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"Dawood, Dawud, David; a male given name from Arabic","name: Dawood, Dawud, David; a male given name from Arabic | Platts: prop. n. David (king of Israel): — daūʼd-ḵẖānī (vulg. dāwat-ḵẖānī)",
2046,سیب,chin; apple (fruit),379,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,chin; apple (fruit),n. apple (fruit); chin | Platts: ( = S.,Apples; cost; nickel; represents; Rebels
2047,نادر,rare; uncommon; unusual; priceless,379,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"rare, uncommon, unusual; priceless, rare, precious","adj. priceless, rare, precious; rare, uncommon, unusual | Platts: (act. part. of ندر 'to remain alone,' &c.), adj. Singular, rare, uncommon, unusual; wonderful; precious;…",rarely; leave; state; my
2048,پکا,ripe (of fruit); certain; sure; definite,378,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"solid; ripe (of fruit); certain, sure, definite","adj. certain, sure, definite; ripe (of fruit); strong, firm (of a material) | Platts: perf. part. (of paknā), Cooked, dressed, prepared, &c.: — pakā-pakāyā, adj. Ready cooked",Ripe; fruit; murderously; decapitate; accurate
2049,پول,emptiness; meaninglessness; gate; entrance (to a town),378,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"an excuse; emptiness, meaninglessness; gate, entrance (to a town)","n. emptiness, meaninglessness; gate, entrance (to a town) | Platts: (from the English)",pool; say; talent; compete; importantly
2050,تمباکو,tobacco,378,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,tobacco,n. tobacco | Platts:,smokers; working; tobacco; shop; Madras
2051,ہل,plough,378,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,plough,n. plough | Platts:,Hill; Wait; at; Excuse; Seventh
2052,تفہیم,s.f. Making (one) understand or know,377,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Making (one) understand or know; teaching instructing, informing",understanding; an; had; thought; we
2053,جاپانی,Japanese,377,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,Japanese,Japanese,Japanese; Pearl; Harbor; Mandarin; Some
2054,صاحبزادہ,son; prince,377,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,son; prince,"son; son of a noble, son of a lord; prince",
2055,جذب,absorption; attraction; allurement; drawing,376,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"absorption; attraction, allurement, drawing","n. attraction, allurement, drawing; absorption | Platts:",turn; into; Or; he; Titan
2056,فراموش,forgotten,376,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,forgotten,adj. forgotten | Platts: part. adj. Forgotten: —,unforgettable; experience; ..; will; Mr
2057,سچائی,truth,374,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,truth; reality; accuracy,"truth, truthfulness",truth; restricted; Truth; anyways; sanctuary
2058,فرقہ,cult; religious sect; faith; religion,374,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"cult; religious sect; faith, religion","n. religious sect; cult; faith, religion | Platts: (for A. فرقة firqat, v.n. fr. فرق; see farq)",
2059,ارسال,s.m. Act of sending (as a writing,372,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.m. Act of sending (as a writing, letter, &c.); despatch; remitting; remittance…",send; minute; three; You; have
2060,خسارہ,damage; deficit,372,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"damage, deficit","n. damage, deficit | Platts:",
2061,خوفناک,horrible; terrifying; frightful; dreadful,372,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"horrible, terrifying, frightful, dreadful","horrible, terrifying, frightful, dreadful",terrible; horrible; TERRIBLE; awful; liar
2062,ضابطہ,custom; control; discipline; rule,372,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"custom, control, discipline; rule, canon, law, ordinance, regulation","n. rule, canon, law, ordinance, regulation; custom, control, discipline | Platts: (for A. ضابطة, fem. of ẓābit̤",
2063,گواہی,witness,372,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Evidence, witness, testimony; deposition; written testimony: — gawāhī denā (-par), To give evidence, to…",witness; outset; grateful; today; coming
2064,اونٹ,camel; dromedary,371,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"tall; fool, foolish; camel, dromedary","n. camel, dromedary",camel; dervishes; dirt; common; camels
2065,فلسفہ,philosophy,371,CLE Urdu top-5000 frequency list,Kaikki+word2word,False,True,False,philosophy,(for A. فلسفة falsafat; fr. failasūf,Philosophy; tautology; philosophy; With; It
2066,کعبہ,Kaaba,371,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,Kaaba,name: Kaaba | Platts:,
2067,بندہ,man of God; person,370,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"human, creature; worshipper, man of God; person, man, guy, bloke",servant (of God); person,serious; dude; some; shit; And
2068,خادم,attendant; employee; volunteer,370,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"attendant; employee, volunteer; waiter (restaurant server)","n. domestic servant or (male) manservant; employee, volunteer; attendant | Platts: (fr. خدم 'to serve')",
2069,پاؤ,foot,369,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,foot,n. foot | Platts:,
2070,پشت,the back; rearguard; generation; descent,369,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"the back; rearguard; generation, descent, extraction","n. the back; generation, descent, extraction; rearguard | Platts:",known; backing; also; talking; Thus
2071,نعرہ,slogan; battle cry,369,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,slogan; battle cry,"n. slogan; battle cry | Platts: (for A. نعرة naʻrat, inf. n. of نعر 'to burst out with a gushing noise (as blood from a vein),' &c.)",
2072,ذائقہ,taste,368,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,taste,n. taste | Platts: (for A. ذائِقة ẕāʼiqat; see ẕāʼiq),TASTE; THEY; DON; SO; T
2073,ہجوم,crowd; mob; horde; throng,368,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"crowd, mob; horde, throng; attacking, crowding","n. crowd, mob; attacking, crowding; horde, throng | Platts: corr. hajūm (inf. n. of هجم 'to rusb (upon); to attack,' &c.; see hajm)",control; Crowded; Crowd; crowds; usually
2074,آشنا,lover; paramour; friend; acquaintance,367,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"lover, paramour; friend; acquaintance","n. friend; acquaintance; lover, paramour | Platts: s. com. gend. Acquaintance; friend; associate; intimate friend, familiar; lover, sweetheart; paramour;…",
2075,تحویل,(in Astron.) passing of the sun,367,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Altering, changing, transmuting; change, transfer; renovation; return; (in Astron.) passing of the sun,…",custody; Two; suspects; in; !
2076,سرحدی,border (of or pertaining to a border),366,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,border (of or pertaining to a border),crossing; at; border; spots; attempt
2077,گزارش,request,366,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,request,"request, submission",
2078,اطاعت,obedience; submission,365,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,obedience; submission,n. obedience; submission | Platts:,obey; command; Why; Obey; could
2079,بندر,monkey; port; harbour,365,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"monkey; port, harbour","n. port, harbour; monkey | Platts:",monkey; rat; A; dancing; lab
2080,جرمن,the German language,365,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"the German language, of Germany",German,German; amazing; keeping; pretty; free
2081,مقدس,holy; sacred; saint (chiefly used by Urdu & Punjabi speaking Christians for their saints),365,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"holy, sacred; saint (chiefly used by Urdu & Punjabi speaking Christians for their saints)","adj. holy, sacred | n. saint (chiefly used by Urdu & Punjabi speaking Christians for their saints) | Platts: (n. of place fr. قدس 'to be holy')",sacred; holy; blessed; HOLY; ALAMUT
2082,قابض,possesser; occupier; seizer,364,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"possesser; occupier, seizer","adj. occupier, seizer; possesser | Platts: (act. part. of قبض 'to take, seize, grasp,' &c.), part. adj. &",
2083,برٹش,British,363,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,British,British,
2084,پہلوان,champion; wrestler,362,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,champion; wrestler,n. wrestler; champion | Platts:,
2085,ایجنٹ,agent,361,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,agent,agent,agent; Agent; Harris; An; Chicago
2086,پاؤنڈ,pound,361,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,pound,pounds; than; less; five; accept
2087,چال,play; trick,361,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"play, trick","n. play, trick | Platts:",trick; lost; walk; magic; looking
2088,صحافت,journalism,361,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,journalism,journalism,
2089,ساحلی,coastal,360,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,coastal,coastal,BAY; AS; AREA; SURROUNDING; FAR
2090,کوہ,hill; mountain,360,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,hill; mountain,n. mountain; hill | Platts:,
2091,امریکن,American,359,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,American,Americans; wanted; repeatedly; America; Any
2092,قطر,Qatar (a country in West Asia in the Middle East),359,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,Qatar (a country in West Asia in the Middle East),"name: Qatar (a country in West Asia in the Middle East) | Platts: (inf. n. of قطر 'to drop,' &c.)",
2093,کارنامہ,memoir; deed; feat; chronicle,359,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"memoir; deed, feat; chronicle, history","deed, feat; chronicle, history; memoir",
2094,بتانے,infinitive indirect of بَتانا (batānā — to tell,358,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"infinitive indirect of بَتانا (batānā — to tell, to inform)",tell; mention; telling; vomit; Not
2095,برسی,death anniversary,358,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,death anniversary,n. death anniversary; a memorial held at one's death anniversary | Platts:,
2096,چپ,still; silent; quiet,358,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"still; silent, quiet","adj. silent, quiet; still | Platts: adj. &",quiet; Quiet; Shut; up; shut
2097,قافلہ,caravan,358,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"caravan; tribe, group; convoy, motorcade",caravan,
2098,ساس,mother-in-law (mother of either spouse),357,CLE Urdu top-5000 frequency list,Kaikki+word2word,False,True,False,mother-in-law (mother of either spouse),[Prk.,mother-in-law; charmer; snake; loves; Sarah
2099,فریق,party; group; general; lieutenant,357,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"party, group; general, lieutenant","party, group; general, lieutenant",adversaries; such; They; re; powerful
2100,وقف,devoted; stay,357,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"pausa; devoted; stop, stay","adj. devoted | n. devotion; devotee; charity, charitable endowment; pause, stay, rest | Platts: (inf. n. of وقف 'to stand,' &c.)",Devote; burdens; carrying; themselves; devoting
2101,افزائش,growth; increase,356,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,growth; addition; increase,n. augmentation; increase; growth | Platts:,domination; freshman; by; undefeated; from
2102,جڑ,root; basis,356,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,root; basis; cause,n. root; basis; foundation,root; nonchalant; act; starting; garbage
2103,سپاہی,soldier,356,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"a brave person; soldier, fighter; policeman; constable",soldier,soldier; soldiers; ease; attacks; symbol
2104,کہانیوں,plural,356,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural oblique of کَہانی (kahānī — story, tale)",stories; Before; stunning; fabled; imagine
2105,پتنگ,kite,355,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,kite,n. kite | Platts: (patan+ga),
2106,لشکر,encampment; cantonment; crew; company (of a ship),355,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"encampment, cantonment; crew, company (of a ship); army, armed force, military","n. army, armed force, military; encampment, cantonment; crew, company (of a ship) | Platts:",Downtown; remodeled; about; get; is
2107,وابستگی,connection; obligation; attachment; affinity,355,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"connection; obligation; attachment, affinity, relationship, adherence","attachment, affinity, relationship, adherence; connection; obligation",commitment; dare; question; story; How
