frequency_evidence,frequency_source,front,kaikki,readurdu,reason,word2word
332,CLE Urdu top-5000 frequency list,موسمی,,(rel. n. fr. mausim),direct_mapping_without_independent_corroboration,
332,CLE Urdu top-5000 frequency list,ویل,,"(inf. n. of ويل 'to pain,' &c.)",direct_mapping_without_independent_corroboration,concealing; wheelchair; gotten; Can; explosive
331,CLE Urdu top-5000 frequency list,ام,,"adv. Thus, so, to such a degree ( = aisā: used chiefly in poetry)",direct_mapping_without_independent_corroboration,Um; um; umm; mind; paradoxical
331,CLE Urdu top-5000 frequency list,اٹہنے,,,not_indowordnet_lemma,
331,CLE Urdu top-5000 frequency list,آلودہ,"polluted, impure, soiled, contaminated","adj. polluted, impure, soiled, contaminated | Platts: part. adj. Defiled, polluted, sullied, soiled, stained, spoiled; smeared, immersed, covered; loaded (with),…",ambiguous_direct_mapping_tied_after_corroboration,
331,CLE Urdu top-5000 frequency list,بالاتر,,,not_indowordnet_lemma,simple; beyond; understanding; Something; above
331,CLE Urdu top-5000 frequency list,جانوں,"first-person singular future subjunctive of جانْنا (jānnā, “to know; comprehend”)","n. oblique plural of جَان (jān) | v. first-person singular future subjunctive of جانْنا (jānnā, “to know; comprehend”)",not_indowordnet_lemma,Acting; boldly; courageously; spare; lives
331,CLE Urdu top-5000 frequency list,جوڈیشل,,,not_indowordnet_lemma,
331,CLE Urdu top-5000 frequency list,رکی,,,not_indowordnet_lemma,Hags; stop; let; Manny; didn
331,CLE Urdu top-5000 frequency list,زار,czar; groan; lament,n. lament; groan; czar | Platts:,not_indowordnet_lemma,
331,CLE Urdu top-5000 frequency list,سانحے,,,not_indowordnet_lemma,tragedy; hasn; since; nothing; If
331,CLE Urdu top-5000 frequency list,شرم,shame,n. shame | Platts:,direct_mapping_without_independent_corroboration,shame; ashamed; outrage; Modestly; Isn
331,CLE Urdu top-5000 frequency list,طیبہ,,ancient Egyptian city,not_indowordnet_lemma,Downtown; remodeled; about; get; is
331,CLE Urdu top-5000 frequency list,عہدیدار,,,direct_mapping_without_independent_corroboration,Associated; province; Press; victims; among
331,CLE Urdu top-5000 frequency list,کامیابیوں,,,not_indowordnet_lemma,history; Your; has; city; with
331,CLE Urdu top-5000 frequency list,ہڈیوں,,plural oblique of ہَڈّی (haḍḍī — bone),not_indowordnet_lemma,bones; Bones; grind; Joe; crisp
330,CLE Urdu top-5000 frequency list,امانت,lost and found; safety; security; honesty; integrity; trustworthiness,n. trust; deposit or possession entrusted to someone for safekeeping.; lost and found; a trust (fund setup for a beneficiary) | Platts: (for A. امانة),ambiguous_direct_mapping_tied_after_corroboration,
330,CLE Urdu top-5000 frequency list,لمحات,,,not_indowordnet_lemma,moments; Will; hold; For; made
330,CLE Urdu top-5000 frequency list,مرغی,hen,n. hen | Platts:,ambiguous_direct_mapping_tied_after_corroboration,hen; From; lays; eggs; giant
330,CLE Urdu top-5000 frequency list,ہاف,,,not_indowordnet_lemma,doesn; It; matter; -; t
329,CLE Urdu top-5000 frequency list,بولے,,plural perfective of بولْنا (bolnā — to speak),not_indowordnet_lemma,tough; give; hurt; lie; gonna
329,CLE Urdu top-5000 frequency list,پہنچانا,,"v.t. To cause to arrive, cause to reach; to cause to be sent; to convey, escort, conduct, accompany, see…",ambiguous_direct_mapping_tied_after_corroboration,hurt; `; steer; bum; -Don
329,CLE Urdu top-5000 frequency list,چڑہا,,,not_indowordnet_lemma,
329,CLE Urdu top-5000 frequency list,خاصے,,,not_indowordnet_lemma,
329,CLE Urdu top-5000 frequency list,نہاد,"disposition, nature; base, foundation, root; birth; race; generation","n. disposition, nature; base, foundation, root; birth; race; generation | Platts: (fr. nihādan; see nih)",not_indowordnet_lemma,darknet; so-called; sold; World-Wide-Web; Everyone
328,CLE Urdu top-5000 frequency list,داخلے,,plural direct of داخِلَہ (dāxila — entry),not_indowordnet_lemma,entrance; enter; allow; United; States
328,CLE Urdu top-5000 frequency list,دکانداروں,,,not_indowordnet_lemma,
328,CLE Urdu top-5000 frequency list,شیشے,direct plural; oblique/vocative singular,"inflection of شِیشَہ (śīśa, “glass; pane; window”):",not_indowordnet_lemma,glasses; Everybody; normally; li; pimples
328,CLE Urdu top-5000 frequency list,صلاحیتیں,,plural direct of صَلاحِیَّت (salāhiyyat — capability; capacity (to do or carry out something),not_indowordnet_lemma,
328,CLE Urdu top-5000 frequency list,فار,,s.m. A rat; a mouse (syn. ćūhā),not_indowordnet_lemma,martians; finally; found; way; Fast
327,CLE Urdu top-5000 frequency list,اپنایا,,,not_indowordnet_lemma,
327,CLE Urdu top-5000 frequency list,ایئرپورٹ,,airport,direct_mapping_without_independent_corroboration,
327,CLE Urdu top-5000 frequency list,چہٹے,,,not_indowordnet_lemma,
327,CLE Urdu top-5000 frequency list,سنیما,,art of film making and projection,not_indowordnet_lemma,
327,CLE Urdu top-5000 frequency list,نظروں,,"plural oblique of نَظَر (nazar — look, gaze, glance)",not_indowordnet_lemma,
327,CLE Urdu top-5000 frequency list,وافر,,"(act. part. of وفر 'to become full, or complete,' &c.)",direct_mapping_without_independent_corroboration,
326,CLE Urdu top-5000 frequency list,انار,pomegranate,n. pomegranate | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
326,CLE Urdu top-5000 frequency list,بانو,"queen; housewife; lady, a woman of rank","n. lady, a woman of rank; queen; housewife | Platts: (S.",not_indowordnet_lemma,
326,CLE Urdu top-5000 frequency list,تل,mole; sesame,n. sesame; mole | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
326,CLE Urdu top-5000 frequency list,دلا,,voc. O heart!,not_indowordnet_lemma,
326,CLE Urdu top-5000 frequency list,رفعت,,"(for A. رفعة rifʻat, v.n. fr. رفع 'to raise')",not_indowordnet_lemma,
326,CLE Urdu top-5000 frequency list,کراتے,,,not_indowordnet_lemma,
326,CLE Urdu top-5000 frequency list,کیلی,"play, sport; pastime, amusement; amorous sport, sexual intercourse","n. play, sport; amorous sport, sexual intercourse; pastime, amusement | Platts:",not_indowordnet_lemma,CALIFORNIA; BASICALLY; TO; SOUTHERN; DEVASTATION
326,CLE Urdu top-5000 frequency list,معقول,,"(pass. part. of عقل 'to be or become intelligent,' &c.)",direct_mapping_without_independent_corroboration,
325,CLE Urdu top-5000 frequency list,دہرنا,,"(see the trans. duhrānā), v.n. To be doubled, to be folded up",not_indowordnet_lemma,
325,CLE Urdu top-5000 frequency list,سائٹوں,,,not_indowordnet_lemma,
325,CLE Urdu top-5000 frequency list,سیدہ,,"(for A. سيدة saiyidat, fem. of سيد)",not_indowordnet_lemma,
325,CLE Urdu top-5000 frequency list,کاغذی,,,direct_mapping_without_independent_corroboration,
325,CLE Urdu top-5000 frequency list,کانسٹیبل,,,not_indowordnet_lemma,
324,CLE Urdu top-5000 frequency list,آٹہویں,,,not_indowordnet_lemma,
324,CLE Urdu top-5000 frequency list,بقیہ,,(for A. بقية baqīyat),direct_mapping_without_independent_corroboration,
324,CLE Urdu top-5000 frequency list,بولروں,,,not_indowordnet_lemma,
324,CLE Urdu top-5000 frequency list,بیوہ,widow,widow,ambiguous_direct_mapping_tied_after_corroboration,widow; His; victorious; pledged; comrade
324,CLE Urdu top-5000 frequency list,تقدیر,fate; destiny; predestination,"destiny, fate",direct_mapping_without_independent_corroboration,It; destiny; s; yours; been
324,CLE Urdu top-5000 frequency list,جزو,,,direct_mapping_without_independent_corroboration,
324,CLE Urdu top-5000 frequency list,جواد,"speedy horse; generous, bounteous, liberal, munificent, beneficent","adj. generous, bounteous, liberal, munificent, beneficent | n. speedy horse | Platts: (see jūd), adj. Liberal, bountiful, munificent, generous, beneficent",not_indowordnet_lemma,
324,CLE Urdu top-5000 frequency list,شہاب,,(prob. shah+āb),direct_mapping_without_independent_corroboration,
324,CLE Urdu top-5000 frequency list,کہچی,,,not_indowordnet_lemma,
324,CLE Urdu top-5000 frequency list,گوشوارہ,,s.m. An ear-ring; — an embroidered cloth worn as an ornament over the sides of a turban; — abstract of an…,not_indowordnet_lemma,
324,CLE Urdu top-5000 frequency list,وحدت,,"(for A. وحدة, inf. n. of وحِد 'to be single, or alone,' &c.)",direct_mapping_without_independent_corroboration,
324,CLE Urdu top-5000 frequency list,ٹیک,,,direct_mapping_without_independent_corroboration,Tech; tech; itself; necessary; knees
323,CLE Urdu top-5000 frequency list,بیڈ,,,direct_mapping_without_independent_corroboration,
323,CLE Urdu top-5000 frequency list,سچی,,adj. feminine of سَچّا (saccā) | Platts: (rt. sać),direct_mapping_without_independent_corroboration,
323,CLE Urdu top-5000 frequency list,کارخانے,,,not_indowordnet_lemma,`; ward; isolation; factory; forges
323,CLE Urdu top-5000 frequency list,یکسر,,,direct_mapping_without_independent_corroboration,
322,CLE Urdu top-5000 frequency list,بہلائی,,(from bhalā),not_indowordnet_lemma,
322,CLE Urdu top-5000 frequency list,تنخواہوں,,,not_indowordnet_lemma,
322,CLE Urdu top-5000 frequency list,رندہاوا,,family name,not_indowordnet_lemma,
322,CLE Urdu top-5000 frequency list,مقدر,,"(pass. part. of قدّر 'to decree, ordain,' &c., ii of قدر 'to measure; to estimate,' &c.), part.",direct_mapping_without_independent_corroboration,
321,CLE Urdu top-5000 frequency list,آئینہ,clear; glass; bright,mirror,ambiguous_direct_mapping_tied_after_corroboration,
321,CLE Urdu top-5000 frequency list,تصوف,,s.m. The theology of the Sūfīs or mystics of the East; mysticism; devoting oneself to contemplation;…,not_indowordnet_lemma,
321,CLE Urdu top-5000 frequency list,روتے,,,not_indowordnet_lemma,:; 29; 00; cry; 251
321,CLE Urdu top-5000 frequency list,صنف,gender; a genre,a genre; gender,not_indowordnet_lemma,
321,CLE Urdu top-5000 frequency list,کورسز,,,not_indowordnet_lemma,
321,CLE Urdu top-5000 frequency list,مالا,garland; necklace,n. garland; necklace | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
321,CLE Urdu top-5000 frequency list,محرم,,(n. of place fr. حرم 'to be forbidden; to be sacred'),direct_mapping_without_independent_corroboration,
321,CLE Urdu top-5000 frequency list,مشقت,"toil, trouble","n. toil, trouble | Platts: (for A. مشقة, inf. n. of شقّ 'to distress; to be distressing; to be difficult,' &c.)",direct_mapping_without_independent_corroboration,evaluate; meant; risk; position; doing
321,CLE Urdu top-5000 frequency list,ہنسی,,s.f. A goose; a female swan.,ambiguous_direct_mapping_tied_after_corroboration,LAUGHS; FROM; ll; basics; nitty-gritty
320,CLE Urdu top-5000 frequency list,اصطلاح,"idiom, term, vocable","n. idiom, term, vocable | Platts:",direct_mapping_without_independent_corroboration,SLANG; TERM; DID; IS; KNOW
320,CLE Urdu top-5000 frequency list,بچو,,"n. vocative plural of بَچَّہ (bacca, “kid; boy”) | Platts: (imper. of baćnā), intj. Out of the way! take care! look out! ( = bać",fallback_no_two_source_agreement,spent; lest; monsters; careful; Be
320,CLE Urdu top-5000 frequency list,برپا,,,not_indowordnet_lemma,
320,CLE Urdu top-5000 frequency list,پکڑے,,,not_indowordnet_lemma,caught; trapped; arrested; hopefully; longer
320,CLE Urdu top-5000 frequency list,دائرے,,,not_indowordnet_lemma,circle; Circle; circles; move; suppose
320,CLE Urdu top-5000 frequency list,رانجہا,,"s.m. A sweetheart, lover; Leander, the lover of Hero (called in Hindī Hīr)",not_indowordnet_lemma,
320,CLE Urdu top-5000 frequency list,سکہوں,,,not_indowordnet_lemma,
320,CLE Urdu top-5000 frequency list,شوبز,,,not_indowordnet_lemma,
320,CLE Urdu top-5000 frequency list,لالچ,,greed,ambiguous_direct_mapping_tied_after_corroboration,tempted; forthwith; forswearing; traded; gold
319,CLE Urdu top-5000 frequency list,پہنچائی,,,fallback_no_two_source_agreement,hurt; -Did; did; What; it
319,CLE Urdu top-5000 frequency list,پیٹرولیم,,,not_indowordnet_lemma,
319,CLE Urdu top-5000 frequency list,دماغی,,(rel. n. fr. dimāg̠),direct_mapping_without_independent_corroboration,psychotic; re; You; '
319,CLE Urdu top-5000 frequency list,روہی,,,not_indowordnet_lemma,
319,CLE Urdu top-5000 frequency list,زلزلوں,,"oblique plural of زَلْزَلَہ (zalzala, “earthquake”)",not_indowordnet_lemma,QUAKES; TWENTY-THREE; SMALL; TINY; TEST
319,CLE Urdu top-5000 frequency list,عزائم,,,not_indowordnet_lemma,ambitions; bigger; has; discuss; much
319,CLE Urdu top-5000 frequency list,گزرتا,,,not_indowordnet_lemma,strike; cross; into; all; They
319,CLE Urdu top-5000 frequency list,گندگی,"filth, dirt; rubbish, litter","n. filth, dirt; rubbish, litter | Platts:",direct_mapping_without_independent_corroboration,shit; mess; SHIT; suckers; dirt
319,CLE Urdu top-5000 frequency list,ووٹنگ,,,not_indowordnet_lemma,
318,CLE Urdu top-5000 frequency list,ایٹ,,,direct_mapping_without_independent_corroboration,
318,CLE Urdu top-5000 frequency list,باغیوں,,"plural oblique of بَاغِی (bāġī — traitor, rebel)",not_indowordnet_lemma,experimental; rebels; Africa; US; providing
318,CLE Urdu top-5000 frequency list,جاب,,"s.m. A muzzle (for large cattle), ox-muzzle; a net (for fruit-trees); a kind of grass",direct_mapping_without_independent_corroboration,cigars; despite; pulled; piece; Send
318,CLE Urdu top-5000 frequency list,حکمراں,,,direct_mapping_without_independent_corroboration,
318,CLE Urdu top-5000 frequency list,عرق,"blood vessel; juice, essence; liquor, distillate, spirit","n. sweat, perspiration, exuded moisture; juice, essence; liquor, distillate, spirit | Platts: (inf. n. of عرق 'to sweat')",ambiguous_direct_mapping_tied_after_corroboration,
318,CLE Urdu top-5000 frequency list,ڈاک,"dak; mail, post","mail, post; dak",ambiguous_direct_mapping_tied_after_corroboration,stamps; check; visa; You; can
317,CLE Urdu top-5000 frequency list,ایونٹ,,,not_indowordnet_lemma,event; missing; person; Now; only
317,CLE Urdu top-5000 frequency list,بریگیڈ,,,not_indowordnet_lemma,DEPARTMENT; FIRE; OF; THE; LOS
317,CLE Urdu top-5000 frequency list,پیپر,,,ambiguous_direct_mapping_tied_after_corroboration,Paper; mill; ain; working; paper
317,CLE Urdu top-5000 frequency list,دبا,,"(perf. part. of dabnā), part.",direct_mapping_without_independent_corroboration,pressed; CONTRARY; POPULAR; BELIEF; CHUCKLES
316,CLE Urdu top-5000 frequency list,رکاوٹیں,,,not_indowordnet_lemma,
316,CLE Urdu top-5000 frequency list,روش,,(rav,direct_mapping_without_independent_corroboration,
316,CLE Urdu top-5000 frequency list,کانوں,,,not_indowordnet_lemma,ears; deaf; argument; falls; sense
316,CLE Urdu top-5000 frequency list,کرامت,,"s.f. pl. (of kurāmat), Miracles, marvellous works or doings; miraculous powers",direct_mapping_without_independent_corroboration,
316,CLE Urdu top-5000 frequency list,مانیٹرنگ,,monitoring,not_indowordnet_lemma,
316,CLE Urdu top-5000 frequency list,نسلوں,,,not_indowordnet_lemma,
316,CLE Urdu top-5000 frequency list,نکتہ,,"(for A. نکتة nuktat, v.n. fr. نکت 'to poke (the ground, &c.) with the end of a stick,' &c.)",direct_mapping_without_independent_corroboration,
