rank,front,meaning,wordfreq_zipf,dictionary_source,opus_strength,opus_details
2280,چوبیس,twenty-four,4.35,Kaikki,12.582,"[{""stem"":""twenty"",""cooccurrence_sentences"":9,""urdu_sentences"":157,""english_sentences"":215,""observed_rate"":0.05732,""lift"":63.97},{""stem"":""four"",""cooccurrence_sentences"":11,""urdu_sentences"":157,""english_sentences"":1748,""observed_rate"":0.07006,""lift"":9.62}]"
2281,کارنامہ,feat,4.35,Kaikki,16.045,"[{""stem"":""feat"",""cooccurrence_sentences"":8,""urdu_sentences"":54,""english_sentences"":43,""observed_rate"":0.14815,""lift"":826.61}]"
2282,گہرائی,Depth,4.35,ReadUrdu,23.924,"[{""stem"":""depth"",""cooccurrence_sentences"":60,""urdu_sentences"":226,""english_sentences"":105,""observed_rate"":0.26549,""lift"":606.63}]"
2283,ہدف,target,4.35,Kaikki,31.528,"[{""stem"":""target"",""cooccurrence_sentences"":379,""urdu_sentences"":916,""english_sentences"":1418,""observed_rate"":0.41376,""lift"":70.01}]"
2284,یونانی,Unani,4.35,Kaikki,25.112,"[{""stem"":""unani"",""cooccurrence_sentences"":72,""urdu_sentences"":142,""english_sentences"":92,""observed_rate"":0.50704,""lift"":1322.29}]"
2285,اتوار,Sunday,4.34,Kaikki,28.928,"[{""stem"":""sunday"",""cooccurrence_sentences"":189,""urdu_sentences"":326,""english_sentences"":299,""observed_rate"":0.57975,""lift"":465.21}]"
2286,اشتراک,collaboration,4.34,ReadUrdu,32.459,"[{""stem"":""collabor"",""cooccurrence_sentences"":521,""urdu_sentences"":1866,""english_sentences"":996,""observed_rate"":0.27921,""lift"":67.26}]"
2287,اندرون,inland,4.34,ReadUrdu,25.26,"[{""stem"":""inland"",""cooccurrence_sentences"":88,""urdu_sentences"":481,""english_sentences"":171,""observed_rate"":0.18295,""lift"":256.69}]"
2288,اکیلے,alone,4.34,Kaikki,24.235,"[{""stem"":""alone"",""cooccurrence_sentences"":62,""urdu_sentences"":174,""english_sentences"":313,""observed_rate"":0.35632,""lift"":273.13}]"
2289,بیورو,bureau,4.34,ReadUrdu,30.963,"[{""stem"":""bureau"",""cooccurrence_sentences"":315,""urdu_sentences"":448,""english_sentences"":386,""observed_rate"":0.70312,""lift"":437.04}]"
2290,تعزیت,condolence,4.34,Kaikki,16.142,"[{""stem"":""condolence"",""cooccurrence_sentences"":9,""urdu_sentences"":561,""english_sentences"":23,""observed_rate"":0.01604,""lift"":167.35}]"
2291,خلا,space,4.34,ReadUrdu,30.63,"[{""stem"":""space"",""cooccurrence_sentences"":289,""urdu_sentences"":475,""english_sentences"":1402,""observed_rate"":0.60842,""lift"":104.12}]"
2292,سحر,magic,4.34,Kaikki,12.924,"[{""stem"":""magic"",""cooccurrence_sentences"":3,""urdu_sentences"":14,""english_sentences"":86,""observed_rate"":0.21429,""lift"":597.81}]"
2293,سینہ,breast,4.34,Kaikki,11.642,"[{""stem"":""breast"",""cooccurrence_sentences"":2,""urdu_sentences"":13,""english_sentences"":40,""observed_rate"":0.15385,""lift"":922.78}]"
2294,شجاعت,valour,4.34,ReadUrdu,21.478,"[{""stem"":""valour"",""cooccurrence_sentences"":32,""urdu_sentences"":116,""english_sentences"":75,""observed_rate"":0.27586,""lift"":882.48}]"
2295,مشکوک,suspect,4.34,Kaikki,17.42,"[{""stem"":""suspect"",""cooccurrence_sentences"":11,""urdu_sentences"":40,""english_sentences"":157,""observed_rate"":0.275,""lift"":420.25}]"
2296,مقصود,intended,4.34,Kaikki,15.435,"[{""stem"":""intend"",""cooccurrence_sentences"":7,""urdu_sentences"":71,""english_sentences"":213,""observed_rate"":0.09859,""lift"":111.05}]"
2297,وصیت,will,4.34,Kaikki,7.932,"[{""stem"":""will"",""cooccurrence_sentences"":3,""urdu_sentences"":9,""english_sentences"":15895,""observed_rate"":0.33333,""lift"":5.03}]"
2298,چیخ,scream,4.34,Kaikki,14.378,"[{""stem"":""scream"",""cooccurrence_sentences"":4,""urdu_sentences"":7,""english_sentences"":17,""observed_rate"":0.57143,""lift"":8064.64}]"
2299,ڈرتے,fear,4.34,ReadUrdu,13.005,"[{""stem"":""fear"",""cooccurrence_sentences"":3,""urdu_sentences"":12,""english_sentences"":229,""observed_rate"":0.25,""lift"":261.92}]"
2300,کوہ,mountain,4.34,Kaikki,14.852,"[{""stem"":""mountain"",""cooccurrence_sentences"":6,""urdu_sentences"":81,""english_sentences"":126,""observed_rate"":0.07407,""lift"":141.05}]"
2301,ہنسی,laugh,4.34,ReadUrdu,15.773,"[{""stem"":""laugh"",""cooccurrence_sentences"":8,""urdu_sentences"":473,""english_sentences"":45,""observed_rate"":0.01691,""lift"":90.18}]"
2302,اسم,noun,4.33,ReadUrdu,16.638,"[{""stem"":""noun"",""cooccurrence_sentences"":8,""urdu_sentences"":18,""english_sentences"":11,""observed_rate"":0.44444,""lift"":9693.86}]"
2303,بادل,cloud,4.33,Kaikki,18.24,"[{""stem"":""cloud"",""cooccurrence_sentences"":15,""urdu_sentences"":150,""english_sentences"":124,""observed_rate"":0.1,""lift"":193.49}]"
2304,بدعنوانی,corruption,4.33,Kaikki,28.803,"[{""stem"":""corruption"",""cooccurrence_sentences"":185,""urdu_sentences"":297,""english_sentences"":306,""observed_rate"":0.6229,""lift"":488.39}]"
2305,بظاہر,seemingly,4.33,Kaikki,17.014,"[{""stem"":""seem"",""cooccurrence_sentences"":10,""urdu_sentences"":39,""english_sentences"":345,""observed_rate"":0.25641,""lift"":178.32}]"
2306,تنازعہ,Disputed,4.33,ReadUrdu,18.453,"[{""stem"":""disput"",""cooccurrence_sentences"":16,""urdu_sentences"":160,""english_sentences"":136,""observed_rate"":0.1,""lift"":176.41}]"
2307,تنہائی,isolation,4.33,Kaikki,20.806,"[{""stem"":""isol"",""cooccurrence_sentences"":26,""urdu_sentences"":73,""english_sentences"":250,""observed_rate"":0.35616,""lift"":341.81}]"
2308,تھانہ,police station,4.33,Kaikki,17.336,"[{""stem"":""police"",""cooccurrence_sentences"":24,""urdu_sentences"":41,""english_sentences"":2314,""observed_rate"":0.58537,""lift"":60.69},{""stem"":""station"",""cooccurrence_sentences"":11,""urdu_sentences"":41,""english_sentences"":1332,""observed_rate"":0.26829,""lift"":48.33}]"
2309,تہوار,celebration,4.33,Kaikki,16.189,"[{""stem"":""celebr"",""cooccurrence_sentences"":16,""urdu_sentences"":315,""english_sentences"":877,""observed_rate"":0.05079,""lift"":13.9}]"
2310,جانچ,test,4.33,ReadUrdu,34.837,"[{""stem"":""test"",""cooccurrence_sentences"":894,""urdu_sentences"":2593,""english_sentences"":2799,""observed_rate"":0.34477,""lift"":29.55}]"
2311,حروف,Letters,4.33,ReadUrdu,20.783,"[{""stem"":""letter"",""cooccurrence_sentences"":28,""urdu_sentences"":146,""english_sentences"":627,""observed_rate"":0.19178,""lift"":73.39}]"
2312,دانش,wisdom,4.33,Kaikki,20.728,"[{""stem"":""wisdom"",""cooccurrence_sentences"":26,""urdu_sentences"":86,""english_sentences"":128,""observed_rate"":0.30233,""lift"":566.68}]"
2313,دستاویز,document,4.33,Kaikki,29.071,"[{""stem"":""docu"",""cooccurrence_sentences"":207,""urdu_sentences"":517,""english_sentences"":519,""observed_rate"":0.40039,""lift"":185.09}]"
2314,سواری,Riding,4.33,ReadUrdu,13.505,"[{""stem"":""riding"",""cooccurrence_sentences"":4,""urdu_sentences"":63,""english_sentences"":32,""observed_rate"":0.06349,""lift"":476.04}]"
2315,سیکنڈ,second,4.33,ReadUrdu,26.44,"[{""stem"":""second"",""cooccurrence_sentences"":101,""urdu_sentences"":161,""english_sentences"":1446,""observed_rate"":0.62733,""lift"":104.09}]"
2316,شفقت,compassion,4.33,Kaikki,18.369,"[{""stem"":""compassion"",""cooccurrence_sentences"":14,""urdu_sentences"":44,""english_sentences"":164,""observed_rate"":0.31818,""lift"":465.48}]"
2317,طیارہ,plane,4.33,Kaikki,12.532,"[{""stem"":""plane"",""cooccurrence_sentences"":3,""urdu_sentences"":163,""english_sentences"":95,""observed_rate"":0.0184,""lift"":46.48}]"
2318,مانیٹرنگ,monitoring,4.33,ReadUrdu,25.623,"[{""stem"":""monitor"",""cooccurrence_sentences"":83,""urdu_sentences"":134,""english_sentences"":1051,""observed_rate"":0.6194,""lift"":141.4}]"
2319,مایوسی,despair,4.33,ReadUrdu,19.614,"[{""stem"":""despair"",""cooccurrence_sentences"":20,""urdu_sentences"":79,""english_sentences"":30,""observed_rate"":0.25316,""lift"":2024.67}]"
2320,مجبوری,compulsion,4.33,ReadUrdu,14.412,"[{""stem"":""compulsion"",""cooccurrence_sentences"":5,""urdu_sentences"":29,""english_sentences"":11,""observed_rate"":0.17241,""lift"":3760.55}]"
2321,محافظ,guard,4.33,Kaikki,23.477,"[{""stem"":""guard"",""cooccurrence_sentences"":50,""urdu_sentences"":125,""english_sentences"":375,""observed_rate"":0.4,""lift"":255.92}]"
2322,مربع,square,4.33,Kaikki,24.282,"[{""stem"":""square"",""cooccurrence_sentences"":65,""urdu_sentences"":223,""english_sentences"":125,""observed_rate"":0.29148,""lift"":559.46}]"
2323,مہربان,compassionate,4.33,Kaikki,13.879,"[{""stem"":""compassionate"",""cooccurrence_sentences"":4,""urdu_sentences"":14,""english_sentences"":54,""observed_rate"":0.28571,""lift"":1269.43}]"
2324,نشہ,addiction,4.33,Kaikki,15.97,"[{""stem"":""addiction"",""cooccurrence_sentences"":8,""urdu_sentences"":59,""english_sentences"":38,""observed_rate"":0.13559,""lift"":856.1}]"
2325,نوع,Species,4.33,ReadUrdu,17.988,"[{""stem"":""specy"",""cooccurrence_sentences"":14,""urdu_sentences"":124,""english_sentences"":188,""observed_rate"":0.1129,""lift"":144.09}]"
2326,وحی,Revelation,4.33,ReadUrdu,12.094,"[{""stem"":""revel"",""cooccurrence_sentences"":2,""urdu_sentences"":5,""english_sentences"":29,""observed_rate"":0.4,""lift"":3309.28}]"
2327,پوچھے,ask,4.33,ReadUrdu,16.634,"[{""stem"":""ask"",""cooccurrence_sentences"":10,""urdu_sentences"":276,""english_sentences"":362,""observed_rate"":0.03623,""lift"":24.01}]"
2328,کڑی,link,4.33,ReadUrdu,8.069,"[{""stem"":""link"",""cooccurrence_sentences"":4,""urdu_sentences"":157,""english_sentences"":1319,""observed_rate"":0.02548,""lift"":4.63}]"
2329,کہوں,say,4.33,ReadUrdu,22.223,"[{""stem"":""say"",""cooccurrence_sentences"":36,""urdu_sentences"":89,""english_sentences"":1189,""observed_rate"":0.40449,""lift"":81.62}]"
2330,ہلکا,light,4.33,Kaikki,16.183,"[{""stem"":""light"",""cooccurrence_sentences"":8,""urdu_sentences"":36,""english_sentences"":805,""observed_rate"":0.22222,""lift"":66.23}]"
2331,ہموار,smooth,4.33,Kaikki,18.558,"[{""stem"":""smooth"",""cooccurrence_sentences"":17,""urdu_sentences"":599,""english_sentences"":222,""observed_rate"":0.02838,""lift"":30.67}]"
2332,انچ,Inch,4.32,ReadUrdu,20.502,"[{""stem"":""inch"",""cooccurrence_sentences"":22,""urdu_sentences"":34,""english_sentences"":29,""observed_rate"":0.64706,""lift"":5353.25}]"
2333,اکٹھا,collected,4.32,Kaikki,22.047,"[{""stem"":""collect"",""cooccurrence_sentences"":40,""urdu_sentences"":283,""english_sentences"":370,""observed_rate"":0.14134,""lift"":91.65}]"
2334,بمباری,bombardment,4.32,Kaikki,13.102,"[{""stem"":""bombard"",""cooccurrence_sentences"":3,""urdu_sentences"":9,""english_sentences"":8,""observed_rate"":0.33333,""lift"":9996.79}]"
2335,بندر,port,4.32,Kaikki,24.327,"[{""stem"":""port"",""cooccurrence_sentences"":60,""urdu_sentences"":130,""english_sentences"":1817,""observed_rate"":0.46154,""lift"":60.94}]"
2336,تسلسل,sequence,4.32,ReadUrdu,17.689,"[{""stem"":""sequence"",""cooccurrence_sentences"":13,""urdu_sentences"":122,""english_sentences"":80,""observed_rate"":0.10656,""lift"":319.57}]"
2337,جوڑے,connect,4.32,ReadUrdu,21.074,"[{""stem"":""connect"",""cooccurrence_sentences"":30,""urdu_sentences"":147,""english_sentences"":1010,""observed_rate"":0.20408,""lift"":48.48}]"
2338,ساخت,structure,4.32,Kaikki,18.484,"[{""stem"":""structure"",""cooccurrence_sentences"":15,""urdu_sentences"":62,""english_sentences"":212,""observed_rate"":0.24194,""lift"":273.8}]"
2339,سادگی,simplicity,4.32,Kaikki,18.159,"[{""stem"":""simplic"",""cooccurrence_sentences"":13,""urdu_sentences"":37,""english_sentences"":20,""observed_rate"":0.35135,""lift"":4214.86}]"
2340,مذکور,mention,4.32,Kaikki,16.839,"[{""stem"":""mention"",""cooccurrence_sentences"":10,""urdu_sentences"":63,""english_sentences"":1008,""observed_rate"":0.15873,""lift"":37.78}]"
2341,مستعفی,resigning,4.32,Kaikki,15.077,"[{""stem"":""resign"",""cooccurrence_sentences"":5,""urdu_sentences"":8,""english_sentences"":125,""observed_rate"":0.625,""lift"":1199.62}]"
2342,معزز,or honourable,4.32,ReadUrdu,17.502,"[{""stem"":""honourable"",""cooccurrence_sentences"":13,""urdu_sentences"":341,""english_sentences"":88,""observed_rate"":0.03812,""lift"":103.94}]"
2343,ٹویٹ,a tweet,4.32,ReadUrdu,26.43,"[{""stem"":""tweet"",""cooccurrence_sentences"":101,""urdu_sentences"":144,""english_sentences"":497,""observed_rate"":0.70139,""lift"":338.59}]"
2344,ٹھوس,solid,4.32,Kaikki,27.952,"[{""stem"":""solid"",""cooccurrence_sentences"":164,""urdu_sentences"":567,""english_sentences"":199,""observed_rate"":0.28924,""lift"":348.72}]"
2345,آبی,aquatic,4.31,Kaikki,19.131,"[{""stem"":""aquatic"",""cooccurrence_sentences"":20,""urdu_sentences"":1711,""english_sentences"":31,""observed_rate"":0.01169,""lift"":90.47}]"
2346,استدلال,reasoning,4.31,Kaikki,15.077,"[{""stem"":""reason"",""cooccurrence_sentences"":5,""urdu_sentences"":10,""english_sentences"":663,""observed_rate"":0.5,""lift"":180.94}]"
2347,انڈونیشیا,Indonesia,4.31,Kaikki,28.084,"[{""stem"":""indonesia"",""cooccurrence_sentences"":154,""urdu_sentences"":206,""english_sentences"":237,""observed_rate"":0.74757,""lift"":756.79}]"
2348,ایکڑ,acre,4.31,ReadUrdu,27.867,"[{""stem"":""acre"",""cooccurrence_sentences"":144,""urdu_sentences"":216,""english_sentences"":170,""observed_rate"":0.66667,""lift"":940.87}]"
2349,تھوک,saliva,4.31,Kaikki,13.41,"[{""stem"":""saliva"",""cooccurrence_sentences"":4,""urdu_sentences"":251,""english_sentences"":8,""observed_rate"":0.01594,""lift"":477.93}]"
2350,جال,web,4.31,Kaikki,16.555,"[{""stem"":""web"",""cooccurrence_sentences"":9,""urdu_sentences"":48,""english_sentences"":416,""observed_rate"":0.1875,""lift"":108.14}]"
2351,جرات,boldness,4.31,ReadUrdu,16.882,"[{""stem"":""bold"",""cooccurrence_sentences"":10,""urdu_sentences"":54,""english_sentences"":73,""observed_rate"":0.18519,""lift"":608.63}]"
2352,جمعرات,Thursday,4.31,Kaikki,30.116,"[{""stem"":""thursday"",""cooccurrence_sentences"":256,""urdu_sentences"":399,""english_sentences"":404,""observed_rate"":0.6416,""lift"":381.03}]"
2353,دھند,fog,4.31,Kaikki,15.896,"[{""stem"":""fog"",""cooccurrence_sentences"":7,""urdu_sentences"":23,""english_sentences"":21,""observed_rate"":0.30435,""lift"":3477.14}]"
2354,ریت,sand,4.31,Kaikki,21.289,"[{""stem"":""sand"",""cooccurrence_sentences"":27,""urdu_sentences"":52,""english_sentences"":42,""observed_rate"":0.51923,""lift"":2966.08}]"
2355,سودا,trade,4.31,Kaikki,8.514,"[{""stem"":""trade"",""cooccurrence_sentences"":3,""urdu_sentences"":47,""english_sentences"":1854,""observed_rate"":0.06383,""lift"":8.26}]"
2356,صنف,gender,4.31,Kaikki,24.513,"[{""stem"":""gender"",""cooccurrence_sentences"":62,""urdu_sentences"":86,""english_sentences"":877,""observed_rate"":0.72093,""lift"":197.23}]"
2357,عمرہ,umrah,4.31,Kaikki,15.117,"[{""stem"":""umrah"",""cooccurrence_sentences"":5,""urdu_sentences"":8,""english_sentences"":6,""observed_rate"":0.625,""lift"":24991.98}]"
2358,غفلت,negligence,4.31,Kaikki,11.739,"[{""stem"":""negligence"",""cooccurrence_sentences"":2,""urdu_sentences"":9,""english_sentences"":15,""observed_rate"":0.22222,""lift"":3554.41}]"
2359,لکھتا,write,4.31,ReadUrdu,16.827,"[{""stem"":""write"",""cooccurrence_sentences"":9,""urdu_sentences"":27,""english_sentences"":293,""observed_rate"":0.33333,""lift"":272.95}]"
2360,مہنگی,expensiveness,4.31,ReadUrdu,17.656,"[{""stem"":""expensive"",""cooccurrence_sentences"":11,""urdu_sentences"":26,""english_sentences"":67,""observed_rate"":0.42308,""lift"":1515.01}]"
2361,نژاد,origin,4.31,Kaikki,21.878,"[{""stem"":""origin"",""cooccurrence_sentences"":35,""urdu_sentences"":116,""english_sentences"":367,""observed_rate"":0.30172,""lift"":197.25}]"
2362,پسندیدہ,favourite,4.31,Kaikki,18.409,"[{""stem"":""favourite"",""cooccurrence_sentences"":16,""urdu_sentences"":193,""english_sentences"":21,""observed_rate"":0.0829,""lift"":947.14}]"
2363,چاول,rice,4.31,Kaikki,30.64,"[{""stem"":""rice"",""cooccurrence_sentences"":289,""urdu_sentences"":363,""english_sentences"":391,""observed_rate"":0.79614,""lift"":488.52}]"
2364,کشش,attraction,4.31,ReadUrdu,16.762,"[{""stem"":""attraction"",""cooccurrence_sentences"":10,""urdu_sentences"":74,""english_sentences"":66,""observed_rate"":0.13514,""lift"":491.24}]"
2365,گود,adoption,4.31,Kaikki,20.722,"[{""stem"":""adoption"",""cooccurrence_sentences"":26,""urdu_sentences"":84,""english_sentences"":247,""observed_rate"":0.30952,""lift"":300.66}]"
2366,گھس,entering,4.31,ReadUrdu,14.276,"[{""stem"":""enter"",""cooccurrence_sentences"":5,""urdu_sentences"":53,""english_sentences"":659,""observed_rate"":0.09434,""lift"":34.35}]"
2367,اراضی,land,4.30,Kaikki,27.491,"[{""stem"":""land"",""cooccurrence_sentences"":131,""urdu_sentences"":247,""english_sentences"":1269,""observed_rate"":0.53036,""lift"":100.27}]"
2368,ایندھن,fuel,4.30,Kaikki,31.108,"[{""stem"":""fuel"",""cooccurrence_sentences"":325,""urdu_sentences"":561,""english_sentences"":446,""observed_rate"":0.57932,""lift"":311.64}]"
2369,برما,Burma,4.30,Kaikki,19.283,"[{""stem"":""burma"",""cooccurrence_sentences"":16,""urdu_sentences"":23,""english_sentences"":17,""observed_rate"":0.69565,""lift"":9817.82}]"
2370,بلی,cat,4.30,Kaikki,18.117,"[{""stem"":""cat"",""cooccurrence_sentences"":13,""urdu_sentences"":44,""english_sentences"":46,""observed_rate"":0.29545,""lift"":1541.01}]"
2371,تاخیر,Delay,4.30,ReadUrdu,28.874,"[{""stem"":""delay"",""cooccurrence_sentences"":186,""urdu_sentences"":344,""english_sentences"":261,""observed_rate"":0.5407,""lift"":497.03}]"
2372,تار,wire,4.30,Kaikki,14.279,"[{""stem"":""wire"",""cooccurrence_sentences"":5,""urdu_sentences"":66,""english_sentences"":247,""observed_rate"":0.07576,""lift"":73.59}]"
2373,تردید,refutation,4.30,ReadUrdu,15.4,"[{""stem"":""refut"",""cooccurrence_sentences"":7,""urdu_sentences"":77,""english_sentences"":16,""observed_rate"":0.09091,""lift"":1363.2}]"
2374,تفریح,fun,4.30,ReadUrdu,18.535,"[{""stem"":""fun"",""cooccurrence_sentences"":16,""urdu_sentences"":138,""english_sentences"":107,""observed_rate"":0.11594,""lift"":259.97}]"
2375,جنگجو,warrior,4.30,Kaikki,17.805,"[{""stem"":""warrior"",""cooccurrence_sentences"":12,""urdu_sentences"":39,""english_sentences"":223,""observed_rate"":0.30769,""lift"":331.04}]"
2376,جھگڑا,fight,4.30,Kaikki,12.895,"[{""stem"":""fight"",""cooccurrence_sentences"":3,""urdu_sentences"":15,""english_sentences"":1019,""observed_rate"":0.2,""lift"":47.09}]"
2377,خداوند,God,4.30,Kaikki,16.759,"[{""stem"":""god"",""cooccurrence_sentences"":8,""urdu_sentences"":13,""english_sentences"":265,""observed_rate"":0.61538,""lift"":557.15}]"
2378,دوری,distance,4.30,Kaikki,23.23,"[{""stem"":""distance"",""cooccurrence_sentences"":54,""urdu_sentences"":385,""english_sentences"":288,""observed_rate"":0.14026,""lift"":116.85}]"
2379,دوزخ,hell,4.30,Kaikki,12.354,"[{""stem"":""hell"",""cooccurrence_sentences"":2,""urdu_sentences"":3,""english_sentences"":21,""observed_rate"":0.66667,""lift"":7616.6}]"
2380,سرما,winter,4.30,Kaikki,23.074,"[{""stem"":""winter"",""cooccurrence_sentences"":44,""urdu_sentences"":97,""english_sentences"":149,""observed_rate"":0.45361,""lift"":730.41}]"
