rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
1983,ذلت,insult,Zipf 4.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1209757,2,1,"dishonour, insult, humiliation","humiliation, disgrace",disgrace; area; your; Doss; is,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1984,رسالہ,letter,Zipf 4.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6535946,4,2,letter; journal; message,"n. message; magazine, periodical; journal | Platts: (for A. رسالة; see risālat)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1985,شہریت,citizenship,Zipf 4.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13767414,1,2,civility; township; citizenship,n. citizenship; township; civility | Platts: (shahr,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1986,مغفرت,forgiveness,Zipf 4.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7452070,1,1,,"(for A. مغفرة, inf. n. of غفر 'to cover the sin or offence (of), to pardon,' &c.)",forgiveness; balls; talking; got; about,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1987,ڈرون,drone,Zipf 4.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3212143,1,1,,,drone; Keep; feeds; spaceship; loved,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1988,کمائی,income,Zipf 4.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13084632,2,2,"capital; earning, income","n. earning, income; capital | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1989,اشتعال,agitation,Zipf 4.38,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14211624,1,2,"combustion, infuriation, agitation, ignition, provocation","n. combustion, infuriation, agitation, ignition, provocation | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1990,بنگال,West Bengal,Zipf 4.38,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8778619,1,2,Bengal (a geographic region in the northeast of South Asia today divided between Bangladesh and India (particularly the state of West Bengal)),Bengal (a geographic region in the northeast of South Asia today divided between Bangladesh and India…,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1991,جھیل,lake,Zipf 4.38,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9194880,1,3,lake; pool; swamp,"name: a female given name, Jheel | n. lake; lagoon; pool",LAKE; HAVASU; NEEDLES; BLYTHE; LAUGHLIN,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1992,صفت,adjective,Zipf 4.38,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6237956,5,2,mode; manner; adjective,"n. adjective; description; attribute | Platts: (for A. صفة, inf. n. of وصف 'to describe,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1993,میانمار,Myanmar,Zipf 4.38,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8593243,1,2,Myanmar (a country in Southeast Asia),Myanmar (a country in Southeast Asia),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1994,نسخہ,recipe,Zipf 4.38,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6697732,4,2,a cure; recipe; version,"n. prescription (for medicine or of medical notes); a cure; recipe | Platts: (for A. نسخة nusḵẖat, fr. نسخ 'to copy.' &c.)",her; mama; adding; pepper; turning,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1995,آقا,master; lord,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10233260,6,2,Mr; lord; owner,"Mr.; sir, gentleman; master",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1996,ایڈیٹر,editor; editor in chief,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9895566,1,1,,,exception; usually; submit; supposed; editor-in-chief,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1997,بغداد,Baghdad; capital of Iraq,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8786470,1,2,,Baghdad (the capital city of Iraq); Baghdad (a governorate of Iraq),Baghdad; Coalition; Shiite; insurgent; picked,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1998,بیلٹ,belt,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2800677,2,1,,,belt; My; figured; through; passing,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1999,غضب,rage,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7414892,1,1,angry; violence; oppression,n. anger; rage; violence; oppression,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2000,ماسکو,Moscow; capital of the Russian Federation; Russian capital,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8875254,1,3,"Moscow (a federal city, the capital of Russia)","Moscow (a federal city, the capital of Russia)",Moscow; link; First; direct; boarded,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2001,نوح,Noah,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,11045382,1,2,"Nuh, Noah; a male given name from Arabic","name: Nuh, Noah; a male given name from Arabic | Platts: prop. n. The patriarch Noah",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2002,گنبد,dome,Zipf 4.37,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3187284,1,3,"dome, cupola",dome,dome; mandatory; testing; All; report,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2003,جوانی,youth,Zipf 4.36,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14948646,2,3,youth; manhood; puberty,youth,youth; my; It; cost; beauty,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2004,حرمت,respect,Zipf 4.36,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6125143,1,2,"reverence, respect, honour, dignity; 'a thing that should be sacred or inviolable,' (hence) honour, reputation, character; chastity","n. reverence, respect, honour, dignity; 'a thing that should be sacred or inviolable,' (hence) honour,… | Platts: (for A. حرمة, inf. n. of حر 'to be forbidden,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2005,فریب,deception; deceit,Zipf 4.36,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,741219,9,3,"deceit, deception; used a suffix to indicate temptation","deception, fraud",deceit; dispel; Are; curse; through,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2006,فضائیہ,air force,Zipf 4.36,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8083021,1,2,air force,air force,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2007,ہجری,Islamic calendar; Muhammadan calendar; Mohammedan calendar,Zipf 4.36,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14979720,1,2,AH (Anno Hegirae); Hijri (Islamic calendar),name: Hijri (Islamic calendar),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2008,ارض,Earth,Zipf 4.35,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9138104,1,2,"land, earth, region, territory","n. land, earth, region, territory | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2009,اتوار,Sunday; Lord' s Day,Zipf 4.34,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14964756,1,3,Sunday; the Sabbath day,n. Sunday; the Sabbath day | Platts:,Sunday; during; SUNDAY; AFTERNOON; Tajikistan,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2010,نجم,star,Zipf 4.34,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9309287,1,2,"horoscope; white pearl; star, planet","n. star, planet; fortune, fate; horoscope | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2011,وصیت,will; testament,Zipf 4.34,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6457431,1,3,"legacy, bequest; will, testament; precept, command","n. will, testament; legacy, bequest; precept, command | Platts: (A. وصية, v.n. of the measure فَعِيلةَ, fr. وَصَي; see waṣī)",will; serve; testament; as; This,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2012,تھانہ,police station; police headquarters; station house,Zipf 4.33,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3932760,1,2,police station,police station,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2013,ذلیل,humiliated,Zipf 4.33,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,174702,6,2,"despicable, insulting; humiliated; dishonoured","humiliated; dishonoured; despicable, insulting",Would; Condemn; done; dick; resemblance,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2014,فتوی,fatwa,Zipf 4.33,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1176404,1,1,,term for the legal opinion or learned interpretation that a qualified jurist or mufti can give on issues pertaining to t,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2015,مہربان,kind-hearted,Zipf 4.33,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1424625,1,2,"a friend; loving, affectionate, friendly, kind, benevolent, beneficent, favouring, indulgent, gracious, propitious; compassionate, merciful","adj. loving, affectionate, friendly, kind, benevolent, beneficent, favouring, indulgent, gracious, propitious;… | n. a friend | Platts: (mihr+bān, q",those; fair; friend; isn; always,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2016,پھیر,tortuous; twisting; twisty,Zipf 4.33,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2391222,2,1,,,cheek; turn; says; other; dedicated,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2017,مذکور,aforesaid,Zipf 4.32,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2139727,3,1,"label, mark; mention, discourse; forenamed, aforesaid",,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2018,انڈونیشیا,Indonesia; Republic of Indonesia,Zipf 4.31,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8779924,1,2,"Indonesia (a country in the Southeast Asia, Asia)","Indonesia (a country in the Southeast Asia, Asia)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2019,تھوک,saliva; spit,Zipf 4.31,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5350498,3,2,spit; saliva,spit; saliva,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2020,جمعرات,Thursday,Zipf 4.31,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14965331,1,3,Thursday,Thursday,Ammar; Thursday; which; day; calmly,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2021,دیوی,goddess,Zipf 4.31,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9398864,2,1,,s.m. The blue jay (also written divi),Goddess; Incredibly; Angels; Deadly; sounds,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2022,برما,Myanmar; Union of Burma; Burma,Zipf 4.30,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8593243,2,1,"drill, borer; Burma, Myanmar (country in Southeast Asia)","n. drill, borer | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2023,جھگڑا,fight; fighting,Zipf 4.30,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1155738,5,3,row; fight,fight; row,trouble; want; any; through; we,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2024,سکندر,Alexander; Alexander the Great,Zipf 4.30,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10650831,1,1,"king, ruler, sovereign; a male given name, Sikandar, from Ancient Greek, equivalent to English Alexander; Alexander the Great; king of Macedon whose undefeated campaign spanned across much of West Asia, Egypt and into the Indian subcontinent, establishing one of the largest empires in classical antiquity",,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2025,غداری,treachery,Zipf 4.30,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,738554,1,1,,,treachery; face; Betray; betray; blind,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2026,پتی,leaf,Zipf 4.30,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,12982898,1,2,leaf; husband,n. leaf; husband | Platts:,handles; billionaires; bunch; whole; bank,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2027,ڈالنا,put; place,Zipf 4.30,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1481373,8,2,to pour; to place; to deliver,"to pour; to put, place; to deliver",sidewalk; Putting; slow-rolling; bitch; meeting,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
